TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
-0.946564987391368,0.18582429933464767,-0.19323168348581227,-0.04148376015604911,0.05700636917671459,0.034044376605831574,-0.020404951556798313,0.07397641444574521,-0.00164366810152381,-0.0718888654161428,-0.05413876621828801,-0.0015593919813454303,-0.07629043164350181,0.008605160424759742,-0.12124734389174906,0.064070334046704,0.045233835663247554
-0.839253719086909,-0.8052853509911478,-0.34820380997550104,-0.05600876013964449,0.008462169944009891,-0.02086300813019758,0.0019432353121189786,0.05702523352345984,-0.020412729292671215,-0.05758451310408688,-0.06836368387370001,0.00896391952746118,-0.08114908371279243,0.0028420256602207958,-0.1059008788094468,0.040360607048075356,0.037442811226960554
-0.629508410326847,-0.8351313174711835,-0.0634120310143047,0.16367936413546436,-0.10168823788042007,-0.1371227038105326,-0.08037039799360639,0.006720674307182698,0.02690655765334512,-0.05066648766055779,-0.054133029293690585,0.04743671417849438,-0.06547977872764058,0.013869356252734187,-0.09077384711944707,0.027771896005437453,0.039723864232546355
-0.552569765555599,0.19777606919384216,-0.4534609921269832,0.0645526168761497,-0.040784652744461136,-0.1292943213597397,-0.06932208720493728,-0.026814240229640723,0.027625140277665338,-0.034420914689746465,-0.007556517918699805,0.06172494334338359,-0.05686104297156018,-0.016787177860452276,-0.04741890685467123,0.017449517823851762,0.04149927592046021
0.085024864095449,0.19324526432313038,-0.38803557031938485,0.06861834413645918,-0.0692301847558468,-0.11544026742472256,-0.07892994359791468,-0.060972513154613536,0.022782226246289505,-0.04672755775316962,0.006865735401566352,0.07132258760073036,-0.05954286798293259,-0.018839620308125516,-0.016808241352006027,0.004005044564059474,0.03773783227483211
0.750610688492847,-0.7875458825623187,-0.5426143450982076,-0.10465836794937791,-0.09936130812050974,-0.1075890121104792,-0.06257454910534647,0.012483964815499007,-0.023362845460607334,0.009951171562924504,0.03375540336396036,0.05054963699394345,-0.04311208799111321,-0.004909815537128415,0.025669016723460003,-0.04167386892960145,-0.0036318509172742113
0.933069430133357,0.17612628734710137,-0.14040080349136877,0.17496902297207953,-0.33435956000488165,-0.054879399434797686,-0.08090300767911142,-0.029601374506210202,-0.010451506925114862,0.02225119486404777,0.044819496074670104,0.09257039311841787,-0.03560832663991848,-0.015655179223008565,0.0294691784001085,-0.023913674417961325,-0.011468445293139182
0.964985078500852,0.16762807448795905,-0.011858874038616818,0.20530563790853482,-0.4071202675024361,-0.05895626548854026,-0.0860168720416672,-0.030001646065896993,-0.03667292236897745,0.04503687358439316,0.0250136216387306,0.07609454874086022,-0.030834316737272424,-0.0253825035009494,0.034328511209586736,0.012143988657151161,0.0006648837789681772
1.15457215880067,0.214045051606946,-0.42811382827705535,-0.13487134487613409,-0.36740998018538557,0.002386658767752065,-0.0622235913705429,0.01977932807865356,-0.09869588638195219,0.03474885912365501,0.016170562934037427,0.026231824315320618,-0.015337493598111604,-0.030079972075438315,0.029549073012199226,0.0076507780018589214,-0.006184349306101552
1.16298914923932,0.19477792537493538,-0.20756093940258127,-0.0455420216602102,-0.4593861424391898,0.13986924641999174,-0.09840627677303634,0.08119169356899668,-0.1225447031884098,0.08285701220565354,-0.020959675620526166,0.002328231624996192,0.00991750676017458,-0.02688642550974104,-0.0008958447127845751,0.023664597809122098,-0.03451635103312256
1.39767420290358,0.18226978558570123,-0.0823686053969032,0.02338027008049894,-0.45052135415678773,0.14412811893779684,-0.08461552337040303,0.014806964622568405,-0.10652565700571538,0.044657648195761644,-0.008073578059768941,-0.015875030244531126,0.02198132111352414,-0.009702419220452667,-0.015634231884162377,0.0204977695206555,-0.00019576225170795367
1.46717689965213,0.18552547966347815,-0.027841006228524468,-0.1371187531247869,-0.31268706213320857,0.13237407612955635,-0.11032465718600547,0.03136424394106533,-0.08114912975833032,-0.013219152049061078,-0.03004708177036222,-0.08530490903935385,0.03514279324913676,0.026775983638760548,-0.018527919933516435,0.025308096389182,0.01198381471779029
1.57934041643112,-0.839635943591297,0.2236368187344567,-0.03110911474362064,-0.39239265342006685,0.12086403022913587,-0.12854690662128201,0.03683359744195415,-0.042235285125549124,-0.043270098917093255,-0.041608249912748134,-0.08706100266086005,0.04653313794312675,0.057245796930009335,-0.017468586980564454,-0.014463336978085217,-0.011466882029838522
1.90189828659735,0.16210930221176545,0.2228010772025438,-0.05720102026579329,-0.23670390000141492,0.2173794385772558,-0.08479718381145139,0.0034515368703504894,0.02563251663245492,-0.05365845324258378,-0.04641027365990231,-0.09316928889932875,0.05123934898214413,0.07936353184033325,-0.02782564887830673,6.753658710613202e-05,-0.0008255616429825161
1.99736532572493,-0.7909660619297254,-0.24936140265963125,-0.37085386992665886,-0.10200216665287341,0.09988268325054546,0.028949285285176016,-0.006981200304694756,0.04037139165229111,-0.12106292308805691,0.014003773311205786,-0.08900466257928835,0.04039621648458363,0.07205763065856993,-0.012031052036414495,-0.04753495651730368,0.008419111310672743
2.08856392307049,0.17663405093162873,0.06099119090832005,-0.09391791628823215,-0.21263512196936096,0.03672201148023202,0.017876589403682065,-0.0086645553472858,0.16613041991952962,-0.1274415139232172,0.048857354054519325,-0.028198547729291576,0.007520352916729349,0.06697855125949173,-0.017431869771577974,0.011558327873448921,-0.017899610038541985
2.10800584058625,0.16046740660324013,0.23054417869916827,0.009345872128014339,-0.2136302069552974,0.014047153461738819,0.0005676912133422378,-0.012567806334598197,0.1914462770476584,-0.09537064151576172,0.0720521231355123,0.0066443401472793895,-0.004117714742041635,0.061576948849002104,-0.007174967508357344,0.012196559308554395,-0.00782869491669329
2.10959538299129,0.20222202244295093,-0.18883114160988748,-0.2589785829405972,-0.043528594413315046,0.1251603707452183,0.10708581100777965,-0.005367545251062632,0.12978912390007238,-0.05029823758715364,0.11413034101097891,0.028261578901524448,-0.022405712213357416,0.00535586966102076,0.006968033475530159,0.01252918053716789,-0.009471962115491863
2.18307450301212,-0.8384801152529517,0.271042532171195,-0.07158409302226652,-0.1852886516286182,0.010342297168530178,0.03816824619594406,0.002843619584253746,0.10537062640448572,-0.02770079526549394,0.13229259132321325,0.04845062777710116,-0.025153878977249366,-0.014969060944651197,0.03083731291057206,0.010870643986884337,-0.0010801368240984251
2.18673876833911,-0.8269546837433782,0.14705543824591322,-0.1614266304335166,-0.09076632543968954,0.028402957987027033,0.02464175017321725,-0.04532214467737381,0.10787562066056296,0.004192075878207716,0.12035558289285418,0.05107921602435728,-0.013505872616112422,-0.034163369679298616,0.04618602835361404,0.0018050320015309108,0.00364114869095607
2.26578497197039,0.1857838643263435,0.05403055281397972,-0.2662285738218861,-0.0023925645818465356,0.09493703322116877,-0.04701762615196224,-0.09047724394798454,0.02524844883842867,0.0049612932660940195,0.08804305621379296,-0.0008498836919924662,0.004035137504607738,-0.06068744245196455,0.06504664932651653,0.026951583723434844,0.05855454564661001
2.27083487674283,0.17441364417835198,0.16704227091761514,-0.15860601870716814,-0.06330629700215647,0.029361557056218505,-0.03373931034314684,-0.09114820175676291,0.01495711031378541,-0.006397495401014415,0.06835781346384899,0.006313636382962233,0.024143936308142124,-0.07704928191238922,0.05682472158201868,0.03553532014603857,0.049909357055568176
2.30516343750525,0.20005756495883995,-0.08496506250751477,-0.29366879809911745,-0.006452826319503358,-0.03872537598973806,-0.03164058628308635,-0.07625722038444377,-0.0008294750454819809,-0.021670084797176675,0.04138325378480239,-0.030851934997718714,0.06687161691773257,-0.08029593802313231,0.046227664887837305,0.021767037715291728,0.05708306659885612
2.31073414033149,0.17207255538190666,0.2228243352727039,-0.10025315245412919,-0.08027090246249814,-0.08974960177205274,-0.04301256111958721,-0.08144588219115768,0.00875707051064477,-0.0032678288938815477,0.025544448917338643,-0.014144299054492738,0.06586585227972856,-0.06380431649945782,0.019631927580181324,0.027282515010593963,0.039931932894828374
2.33206780874885,0.18724567846994356,0.07989111189605232,-0.17766033437429835,-0.07140915468324145,-0.0211886412701793,0.015350182116484059,-0.024026353770454666,-0.03673815345721731,-0.006907205272699621,0.03157956218793638,-0.002657330746041018,0.08272765718684098,-0.08419870530646302,-0.030078687102995112,0.024237978809782162,0.007314077301709749
2.33281406790127,0.17960665958885375,0.18569087566351986,-0.13223637502232935,-0.0616388177045127,-0.06355643839163792,0.036337354126350925,0.010969896088602153,-0.02974552083214526,0.005192722605444211,0.02103575241115542,0.027636930511355302,0.07758156053377237,-0.07377109626602434,-0.05326674783789013,-0.0012668479863994053,-0.04284022000312946
2.33585780652913,0.18614730449378672,0.13068183973595504,-0.18848884065961097,-0.007069843254537613,-0.023006005117030905,0.046237736940917054,0.05333563074936988,-0.01901832023681651,0.01667522552655531,0.009896656692969295,0.04402409227990623,0.08514064304266589,-0.07076248905678247,-0.07324349607288064,-0.026924833834185372,-0.04764717598637482
2.33867288492065,0.18178994829052267,0.18208929306337068,-0.16353466243429898,-0.03797153798492707,-0.031854891492665266,0.050347576095218935,0.05773079405227062,-0.0030002242368618597,-0.01697755908189832,0.0018688645320212892,0.060776067536581685,0.07539053870153542,-0.04142320310207743,-0.07072344035545021,-0.0457135635571135,-0.039550079536310206
2.34020485222729,0.19340851724869967,0.024964362964361834,-0.2117699635347867,-0.02107970424996763,-0.01010697611667079,0.066093987459314,0.04817222501097608,0.01084547831953504,-0.046182910485327765,-0.044016674649140906,0.06844834824696225,0.07958352018319025,-0.04323540993570941,-0.0666067913187575,-0.06971967929027956,-0.014084770697305004
2.34614583171231,0.17709350677289024,0.23107148835015298,-0.13912864319205162,-0.03939308390655107,-0.08340986560162031,0.027319796968032373,0.042375632608366194,0.027707302258111147,-0.03797517732231905,-0.07929969769474048,0.06245556007619557,0.043484426688260656,0.009349391657307948,-0.03573432209882828,-0.06563300982760975,0.02990584830961494
2.36055933695408,0.1814881873204728,0.20228761787285005,-0.20888769490319464,0.04337009817229289,-0.04529545152344393,0.03614872185791754,0.05144217608520762,0.030017524190409206,-0.023718345961055796,-0.11037048421666477,0.049325162334660534,0.04006470893988713,0.02175651089120677,-0.03208953441844555,-0.06741241760439545,0.07664261114862332
2.37759728821484,0.18420460813234432,0.15835987302543547,-0.26751563673761214,0.06986415309057854,0.07098823495125105,0.025901489368803744,-0.010164099792550037,0.026165322153970914,0.027042850429221676,-0.1245630636493109,0.05196799663616631,-0.005261218362339877,0.01148320943241091,0.018162040797806093,-0.0328784463520849,0.08751179403283256
2.37964604173184,0.17543457138247587,0.2152113738028681,-0.19051968715158343,0.018300197345775437,0.04554177580397382,0.010702402535323736,-0.037862650728185954,0.04280586398756846,0.06648970790833925,-0.12512528244876978,0.051640004274044624,-0.028412813809599764,0.030663211980632574,0.025162498278909533,-0.0031012852644324435,0.08724088949429301
2.38513735077248,0.17729673268039275,0.21193787956079205,-0.2579795279510376,0.09727666289433325,0.09804630984080065,-0.010581870023053951,-0.020084639635825366,0.04001034104937535,0.1064253296041136,-0.09947689585444025,0.036264526385325284,-0.05007632362540627,0.046836850586040195,0.02652698049272214,0.031151243918610027,0.038806786000074485
2.49109772687554,-0.801418132055648,-0.027872411144185677,-0.39885971227760464,0.04183926301393268,0.07437715096110656,0.024925759097860923,-0.020207148903378453,0.010706818450042472,0.08658847906817115,-0.0754510318271767,0.024399810820599197,-0.06814929814879002,0.03769294248992971,0.03850989497643515,0.014175120328253741,0.0006871972386930432
2.50804369880753,0.17772589443146672,0.16403778395450813,-0.19480354243071177,-0.031785395122620366,0.05608232335867791,-0.00851445919028033,-0.04398836430065298,0.038838318659188305,0.08529876818691721,-0.0404846633560512,0.025163880843859135,-0.06488905413317717,0.029880187822980908,0.041461532578396194,0.03401734373210513,-0.020832690664515395
2.5163481317498,0.19157301489520798,-0.01907918957848947,-0.22242622873983595,0.028304612625944848,-0.020998632907214144,-0.008231402989485567,-0.0798548423148764,0.0364122217918058,0.08470435095755736,0.013498495217796011,-0.02738007338190639,-0.05277394411774836,0.05847565085108136,-0.01323420996047002,0.0011624025337062826,-0.06461302788006677
2.51684399395106,0.16743975216471754,0.27364721726554225,-0.08777222071773376,0.002675623464315208,-0.061387844013896596,-0.04844103510060647,-0.04827561987922576,0.04543711870322661,0.08872098671413088,0.006223610962737383,-0.034375128938871895,-0.06652337120881031,0.030468371641790937,-0.03349569425505736,-0.01471001920123745,-0.07528074601632845
