TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7
-0.839253719086909,-0.8047288227799915,-0.32560096282433115,-0.0378980545119061,0.04033335925147045,0.006835137431295087,6.431693645006083e-05,0.04212623634872476
-0.629508410326847,-0.8364261153072462,0.012592263498063808,0.1235806077735476,-0.046005366912780836,-0.0712239032331775,0.01751648928726467,0.02681067165636932
-0.552569765555599,0.19780267019428707,-0.3969311955002944,0.11752097736013761,-0.020310376043557073,-0.06884031072551774,0.001214441148726468,0.030258124018719624
0.085024864095449,0.19334631760680965,-0.3656808167979664,0.18650793230098567,-0.06197943160112419,-0.12368574599941032,0.02804376418410312,0.018378767445625582
0.750610688492847,-0.7881017508155962,-0.5661256168306377,0.09216188724913829,-0.07428795149717426,-0.12264598837570709,-0.021270584554206218,-0.029618445830722605
0.933069430133357,0.17275168082753342,-0.08373643211327388,0.2110806617621166,-0.19264739516323828,-0.13905012856248722,0.0901319416319353,-0.04762966279470739
0.964985078500852,0.16687333973190674,0.04799210414412288,0.23528849408592084,-0.32944031561364767,-0.043464282898228165,0.03495889999638589,-0.06468518837235508
1.15457215880067,0.2108047080708283,-0.4387061363189403,0.04032699217831144,-0.24617131137696496,0.04812615076960269,-0.01911969391266722,-0.07346845152799317
1.16298914923932,0.19333645495903795,-0.18373209898384998,0.05097414455636431,-0.24218662242436084,0.07119531894136269,-0.056831311428675244,-0.09381600785807552
1.39767420290358,0.17849551844039827,-0.041343863739046624,0.06596844195342984,-0.27807209843150366,0.18202044028772424,-0.0011933080577273057,-0.11147152566000053
1.46717689965213,0.182417630822938,-0.07226412192027477,0.02901538497524147,-0.2550483710846772,0.19529121771823535,-0.08940626950946252,-0.08148108788626253
1.57934041643112,-0.8436010253870413,0.22974395746048795,-0.02450018037242054,-0.22531559289452777,0.0908628474131915,-0.021709433082740585,-0.07237065098699479
1.90189828659735,0.16271401225310209,0.18717101380425197,-0.03426520389278897,-0.22789046729861323,0.13736686355795316,0.0048768599483992444,0.014666423364016924
1.99736532572493,-0.7938141353370746,-0.3294874554882843,-0.28541106915052533,-0.11722636143903316,0.19203178425727663,-0.004123384942252019,0.030236501322937048
2.08856392307049,0.1772684180162912,0.06985537026308493,-0.19751001802750612,-0.19168177335656492,0.04791617058761245,0.017557083713477372,0.1209033956270372
2.10800584058625,0.15990812539744267,0.2301415710064827,-0.07693364729754386,-0.2563315405140971,0.015051610828340563,0.05628095911390092,0.1772427644353907
2.10959538299129,0.20301967835789558,-0.27355604551790774,-0.21494226030251082,-0.1516277659121323,0.05739298316498322,0.011035317770151012,0.17905189648494882
2.18307450301212,-0.843331781831023,0.23761949002954894,-0.09239238725014332,-0.16925381107999568,0.03234816247194857,0.02145433635864775,0.08518254290774936
2.18673876833911,-0.8291047896010351,0.08858547040549779,-0.12618207496749276,-0.1299593408945665,0.048673459225695825,-0.02933344399232477,0.06226654538293552
