TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
-0.839253719086909,-0.7910767370569901,-0.31021792132201237,-0.1162252179648463,0.04380792500828426,0.02717663903089678,-0.0032492981488386947,0.030309440082738583,0.058417522781845685,0.018061739596959617,-0.00513126604083988,-0.03516706636687788,0.04869809558707184,-0.07041433764747188,-0.0678915393133048,0.09232246290737882
-0.629508410326847,-0.8239435938145396,0.006616668609232307,0.11106942276120156,0.011476094042960574,-0.025829489463932143,0.013916972657008423,0.002349621954809237,0.051407896720808845,0.02478243215688091,-0.02052151937937413,-0.05063839866407924,0.022523439335904106,-0.08692924105485075,-0.06545970748304782,0.0835425233196145
-0.552569765555599,0.21011936994725516,-0.3958031082701078,0.042653554029707,-0.015203628439307547,-0.04887507399301923,0.01697960440769525,-0.021964774659877763,0.03792001416570605,0.049233874725922576,-0.0064185366166720405,-0.050488908997568215,0.026753481435209375,-0.04444847810684725,-0.06889474637083698,0.04891027425213508
0.085024864095449,0.20580761332063882,-0.3460755969307393,0.08039568399665929,-0.0640969697936228,-0.07277252037619003,0.06698794226853585,-0.018309371954706263,0.009602873118817386,0.06610098236402182,-0.004084531475466133,-0.047898686990620366,0.01216622277585274,-0.028491261746152564,-0.03321373323556606,0.00841807828132293
0.458468272734064,0.1832251415264507,-0.1090650901414535,0.2194588538187915,-0.0751036142854256,-0.09323590086063785,0.05630409408849658,-0.046165940288891386,-0.0033287807061406624,0.08729670893464192,0.035448483380879296,-0.06304652453958277,-0.02759041374705467,-0.010726275990255508,-0.019682726518090343,-0.020197112273095792
0.750610688492847,-0.7780761542260982,-0.5542568330929005,0.016675213347381517,-0.08675405805613007,-0.09284714084043526,0.05624851172063619,0.008132907236463148,-0.0037951919685552905,0.08019707450250733,0.05796605350798503,-0.04956098132994443,-0.037497813933623884,0.0331668875679902,0.004355615604942865,-0.0659762920147823
0.933069430133357,0.18399523828714123,-0.05608053763665032,0.16095922246723157,-0.15957172303900105,-0.06391350223383113,0.10321025853668446,-0.03870704908253236,0.01204111863393043,0.05542136707344195,0.04449844802881684,-0.01946031130023434,-0.05779024474773459,0.030406252284043724,0.006337401594969299,-0.04833838281158451
0.964985078500852,0.17153479111245348,0.04323931853461812,0.29361635981424905,-0.289647125326604,-0.00956456288138257,0.085306320037168,-0.007068080313023716,0.019778043384186938,0.0009453025575079201,0.04195310603280741,-0.04339114136933438,-0.07349020101661272,0.011925187783670924,0.033903062846948426,-0.03658815210757856
1.15457215880067,0.214852798155193,-0.44806283444443856,0.08768859479687902,-0.28544288923700545,0.015551228923718997,0.03720395499998204,0.014256411918269709,0.018331912558130378,-0.05730179851223432,0.04621624071032796,-0.04587178553056689,-0.03781225179622952,0.020582577119940416,0.019899837846954094,-0.017101400218433257
1.16298914923932,0.19677998875484068,-0.20201418372970453,0.10733016610987081,-0.35569774679478466,0.01188624963201776,0.07866575424794106,-0.004644616765620026,0.03188586326425447,-0.06768425651745363,0.01166327022791206,-0.04507999184003162,-0.00937786742865461,0.011711427904506766,0.004452564685759645,0.004827686748884222
1.39767420290358,0.18385740203425655,-0.05909078647297163,0.14154095169513237,-0.3982638539226373,0.12640698792403574,0.11794570696506745,-0.020006523489597763,0.043364285086716414,-0.12870307148935803,-0.02004250981981627,-0.02471674330887391,0.0032639218551503094,-0.016268335868507382,0.018897037708549592,0.04455757379102137
1.46717689965213,0.1875556848902432,-0.0991286304963072,0.1167646754634232,-0.37122128219554695,0.13633377108191114,0.08755366472361223,-0.008400199683809504,-0.005885789266129241,-0.09474060039509909,-0.007296870901635017,-0.024379682993930566,0.038610119548949016,-0.0022216320397510964,0.001140313934706999,0.02600282273573577
1.57934041643112,-0.8360616560416063,0.20454104042424512,0.10164308577786592,-0.3079846077390996,0.06380228371454723,0.11747999582776798,-0.03986014102060115,-0.014669510755972026,-0.05010831411821044,-0.030600173400234933,0.004010388063432087,0.07032505745350386,0.00024479632564076195,-0.01477829341808323,-0.00489440162360352
1.68746124857948,-0.8110671209803879,-0.025635581381219016,-0.0766839309337561,-0.3174771388817284,0.11840517896252772,0.09989396069498525,-0.004975050836919538,-0.0052710288662709825,-0.007085902774670729,-0.04583440218491381,0.025800089212630294,0.08611056365034837,0.008616060261054152,-0.012026514840631441,-0.02065640699025593
1.90189828659735,0.17056332579885508,0.18584599672102772,0.04328849808590947,-0.2956672914585298,0.1482456610241433,0.08731960823483162,-0.03817872055197564,-0.019782122809432305,0.04062073487559766,-0.05446843292131836,0.060026174247070595,0.07538722336910841,-1.5013738194962045e-05,-0.03275039540218237,-0.015998910324665695
1.99736532572493,-0.7816796515257466,-0.3152243301835508,-0.2587306627059606,-0.19130472833186776,0.09062232672476996,-0.02019491430435815,0.008737662737781423,-0.05215601447893792,0.08622182758590835,-0.025186815191634886,0.06770241903101928,0.07952356769284886,0.038912790632017066,-0.05789062557146918,-0.047982395029113174
2.08856392307049,0.18606317093736627,0.06650330252419759,-0.07473438600546801,-0.19507129704673717,0.047988510981312696,-0.024742375273941762,-0.0443620733568558,-0.021633825960614417,0.10661609133099931,-0.007027945094700303,0.06407994016219445,0.043858894237350544,0.0017189963984109995,-0.051672776894824544,-0.008933337109519504
2.10800584058625,0.16873380852961462,0.2299895904957883,0.04378320860534662,-0.21037444811840647,0.014916399944582204,-0.10842361972407887,-0.08620464732146933,0.01258199333916419,0.09885917437344938,0.05021308633019763,0.08474512604283414,-0.020661567098762337,-0.014874966233630925,-0.034378313767082974,0.03132477234197614
