TOD,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Component_26,Component_27,Component_28,Component_29,Component_30,Component_31,Component_32,Component_33,Component_34,Component_35,Component_36,Component_37,Component_38,Component_39,Component_40,Component_41,Component_42,Component_43,Component_44,Component_45,Component_46,Component_47,Component_48,Component_49,Component_50,Component_51
0.006021438863064,0.24219333290978068,-0.22686037647472182,1.7788176406862668,2.485185023903308,0.3423312424263775,3.3796847314762752,-0.5927324196271163,-2.4734456013399604,-1.4875288756262512,-0.27659108345186106,0.6027589216299855,-0.7667005550644791,0.1028669331871295,-0.812460498595308,-0.0734547141273514,-0.41484648582617517,0.3966241191195281,0.20806659595706428,1.050055306578732,-0.960292144827408,0.5101294020927224,-0.7985324919765653,0.6908999718900541,0.7202245275198073,-0.938671281737389,1.0136484343049426,0.14378291147144326,0.08815197375711216,-0.43167720060172654,0.37824909971227144,-0.6027060343893382,-0.5792563177680363,-0.5787691086173273,0.3389509047574004,0.1393004716154116,0.16289838462560197,0.04084912625632571,0.2247338658279987,0.02225559184540038,0.20059575385753692,0.1517334906741053,-0.020716343047750448,-0.03627769950444468,0.22052950082298226,0.15532001146710195,0.11531294621645456,0.05548473663505125,0.07408575322329113,-0.03695883091821256,0.03579810518681841,0.0
0.0154433843788352,-1.400338411146115,0.12701586298533957,0.633469376965192,1.485033641214989,0.252394038409624,1.6572072397385884,-1.2819595795198457,-0.7785985941952301,0.9613759800189691,-1.1074997353237244,-0.5530324161116249,-0.14563626307404662,0.7033201717210827,1.0187693886507683,-1.6552925778012746,1.2316574627772634,1.3359600361626438,-0.637696401725233,-0.30559388598891124,-0.8655108709502166,-0.7561432671362036,-0.5515352085862628,0.4583691903680829,0.3995162201389176,0.5959764326752818,-0.08296684008707729,-0.2751222326654119,-0.5077970446907102,0.23938011189622557,-0.10481345043247638,0.24771319693141872,-0.19532329427399162,-0.10573462284250597,0.21813203708596496,-0.17552387212686082,-0.4077431512858293,1.1187925524282594,-0.9033212742874547,0.15404601223241854,-0.16299412603264557,-0.3045439417900156,0.014171982549442822,0.010384354180564133,-0.258080141642268,-0.07925459786616816,-0.2239343632116934,-0.21249876169521603,-0.12831232849446672,0.03678991304800344,-0.1695471968332561,0.0
0.0173694865991158,-2.9698486785147256,2.6688789226805962,1.230163369426542,1.4648056048624989,1.034883294928785,0.3358767946601009,1.8771716624539654,-0.2343386683429822,0.9941421694630086,0.2969251478314337,-1.5571444828053849,0.09069288973609328,-0.8370830650059682,0.6580808867406323,0.22695168449410555,0.23589369125383394,0.9572694111871994,1.016878036243025,0.8630464542329929,-0.89927969417832,-0.4360450830981343,0.49156535115978445,0.2312551988484174,0.47665226471856925,-0.9663921602578639,0.31153584018553604,-0.07914923492610068,0.10632102409745263,-0.1175352239918071,0.3283060795324613,1.0681844966721223,0.4051206221487679,0.8269650194149499,0.5197466994166683,0.10017503386606337,0.43736656385074063,-0.3915528111819865,-0.2277793718507147,-0.17568998325011623,0.2285554177155601,-0.06383149340004927,0.3758227429418383,-0.10836915893165043,-0.5302092598102964,-0.20644804680810744,0.3722681696896911,-0.21724977851745328,0.30355608018053154,0.2037577485584602,-0.02227865031814818,0.0
0.0217868349329398,-2.396600723091332,4.371538380634681,0.40774182305534773,0.3930459814420431,-0.40960087086002694,0.02000490978199991,1.2878135509968165,0.4965609764549597,0.676435626645066,-0.44206841298384864,0.11443886701960493,-0.3351551190725282,-0.2995846779118188,1.2142887290800852,0.5833518486731271,0.9142670402927964,0.37938966889557685,1.5413261004012637,-0.281574409343521,0.7140143154968338,-1.2434379506141973,0.2617255899623832,-0.2292625494330445,-0.22354934447751407,0.20139750045163057,0.2585899651461844,1.2971419437523855,-1.18360366203908,0.0491353521817568,-0.2386072993056988,-0.0005601666501283514,0.9993071601259155,-0.680878365428537,-0.31666575072189956,-0.29877444405717984,0.010487472574967632,0.484187575146235,0.3505910512123869,0.001961240483467092,-0.8436410638118723,-0.055054782229904856,0.2508417476146182,0.09281997599429409,0.41136404842774765,-0.03156466199222096,-0.04576677006381308,-0.10583883767263835,-0.30592061532696035,-0.05930765786880039,0.07368126616954346,0.0
0.0236539792007251,-1.3519708786600861,5.22486379491609,1.0222131153235583,0.9341403405770771,0.2759681114193476,1.347802227941003,-0.595310788401478,0.31325937150337846,-1.267010224868647,1.3706921497378937,0.39535972368219413,0.030369924999386132,-1.3354072578004714,0.03709884395392087,-1.1143489156660344,0.4737024936508448,-1.0718442335166667,1.013849442054071,-0.9322046809965642,-0.9175308006388151,0.45074234429294996,0.326493139690831,-0.2797231822378709,-0.660550420801806,1.7259276206171084,0.8448658883648331,-0.5292699276269135,-0.2534239504359843,-0.05566042015591373,0.4927245899169035,-0.4148369777637368,0.22771029403741824,-0.699685002832726,0.5949566277970549,0.0692221886860368,0.20136496174106128,-0.32234776064531595,0.15883149131535917,-0.09770722846568178,-0.4470692909798766,-0.1102134510102407,-0.02423449336651058,0.35816730245540557,-0.0582028524660116,-0.3471360244172136,0.027486890333285677,0.07799022288586399,0.02474751625441994,0.3371536657691562,-0.06316973867134634,0.0
0.0912510183968422,-0.885463724182457,5.74599834259884,1.4341794191913495,1.240085634952978,-0.02031993222078783,0.9248271147941229,-0.7344896996977898,0.9581002755796433,-0.7557021422789041,0.5047180114288519,-0.1019328381860761,-0.8827692790562927,-0.8647901664242,-0.43706080634064476,1.0821442153633791,0.033267145511598095,0.5992703872609684,-0.9475493245221339,-1.13023756414638,-0.23796295297960254,0.12666235895370398,-0.48820431428229977,0.898651095123437,-1.057095952313345,0.25062757663085133,0.1479936551400086,0.2735955274186446,-0.6893123912622984,0.621348870739772,-0.7138326145601562,-0.6549109955247852,-0.46911947500504547,0.6113514102939609,-0.09640898622736249,0.6939557251201568,0.8587418715666352,-0.08123566201082645,-0.32398591439359903,0.04917509342180391,0.518879479694099,0.03874459578072607,-0.355630882986708,-0.3515274039578072,-0.1411548445516672,-0.005064367760960748,0.25997960644027596,-0.03813999449050942,-0.062448957939999834,-0.39053703070655377,0.041960242294197383,0.0
0.109828407190697,2.1715097621854995,3.0765117251714202,4.931230162179049,-0.48688783324393237,-1.681728644736492,-0.8731447248669778,-1.6807760894380357,0.5278495590172838,0.6208928223273467,0.863193088061904,-1.3080763302112088,-0.6990447635632945,-0.9611064734333773,-0.5383329700561037,-0.07235695793362168,0.037179656099411526,0.5404649034593674,0.28663687922725495,-0.7341170306122196,-1.1615173740674205,-0.2412998307690305,0.27302123544219165,-1.5108837031778515,-0.20573352355407207,-1.0690171408675562,0.24426877423748217,0.19272790796462308,0.25547933941461626,-0.6767260746187994,-0.45812752864376394,-0.08071290552655412,-0.0702989722149082,-0.06220156570894179,-0.001918059997761068,0.4904823599785212,-0.437541565569645,0.14747524254790534,-0.17394029177383585,-0.30157914711686984,-0.040270097421854924,-0.07198422450591734,0.16817942980038772,0.09206271000474663,0.21585651335043357,0.16711908481336651,-0.017856847292655187,0.02488152810155987,0.034617483761867414,0.03205922301400774,-0.0667808167036447,0.0
0.113440764064444,-2.752634269220949,-2.1385345073395565,6.249996827896861,-0.3721220951096431,1.4253570988684192,-0.3027494951388375,0.6975095770200903,-0.2183749551949567,1.1490468433567205,-1.8882544528732137,-0.7003824334857992,2.001548729544067,1.4929839803473368,-1.564426451336522,0.6317067628145754,-1.2923799348074934,-0.8106385785430865,-0.7910150476557065,-0.24516133008608249,-0.04671678976689856,-0.42179570176600584,0.42120621537644454,-0.3827439644617164,0.5658908922651676,0.41391780560454283,0.15421664338818467,0.21907520289214275,-0.02968789314905523,0.21659425193361195,-0.21103270402981233,0.09582749675562253,0.04860803980080341,0.07751017056491592,0.5960468717409696,0.4349951190919476,0.10261186990439056,0.10611709767279182,-0.11415808494830855,-0.08960574454744587,-0.022970068287684556,0.1359164516894848,0.08320533076187316,-0.04954179203474639,-0.05065999957508635,0.12646032988096365,-0.053973026824978725,0.047418309723100224,-0.058501443773402786,-0.024403369731776203,-0.1030942395181687,0.0
0.137447118292763,-3.82787288932811,-3.2641629876163214,3.6802380424866783,-0.9865198025273628,0.10094993805615746,-0.5217451501007321,-0.4347893571434382,-0.1400294953620759,-0.466222668394654,-0.3567174251135534,-0.7336305340809676,0.929108122685675,-1.2718870066799457,0.7767540739064266,1.1524601601413238,1.2379481505662595,1.6454921202801451,-0.4031529269561489,1.181666992151055,-1.3682307340149786,0.03445118131730866,0.28095783905567473,-0.5589453473018363,-1.315544543461175,-0.55791203582525,-0.17191346631486723,-0.05631171456458402,0.17153434688773933,-0.4514817423094428,0.47107059906148724,-0.3933820923758207,-0.2600695726309874,-0.16198907739196527,0.4875113836765849,-0.37827923338227015,-0.23999707490956987,0.06530257816509796,0.5416800675880533,-0.2985425454337552,-0.040201046556518814,0.005006769892387235,-0.07272937323585972,0.07351703362972238,-0.04310465251172818,0.010378314543280169,-0.10658652134495884,0.2890003852767948,-0.0139315280272745,-0.1413472553888858,0.028508474718901514,0.0
0.175701572519407,-4.208810754744523,-2.7734006224990195,2.340078710521016,-0.9180193424087062,-0.16050545363315408,-1.561449384679885,0.5858395108072514,-0.6091754768941003,-0.7946596136399329,-0.3367743706236525,-0.5958163754126079,-0.09546820641260835,-0.1289277237996731,1.9120727221095584,0.42753727280369364,1.0093560107642843,0.6416775309587305,1.7129921665978922,-1.1411640551732702,1.2409038514676827,0.1851918995022377,0.6240666210048605,-0.016216676070295137,1.1102589321652117,1.166272018198848,0.44231038115504484,0.2564025025136566,-0.32580605689942643,0.8643424402713055,0.25621640611212887,-0.13367475668996656,-0.471989149742009,-0.5112698782985308,-0.8811785535542457,-0.22456507519568086,-0.01849556893262976,-0.03480146104341614,-0.25701336381990414,0.10478784485198804,0.08751826073795331,0.020022565210319813,-0.04129364418486823,-0.09195107535966666,0.03101515957335599,-0.007079477931321135,-0.10085888089623092,-0.12557078323541912,0.0193864344949741,0.030204296075896225,0.1215371254490631,0.0
