TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
-0.946564987391368,0.18582429933464767,-0.19323168348581227,-0.04148376015604911,0.05700636917671459,0.034044376605831574,-0.020404951556798313,0.07397641444574521,-0.00164366810152381,-0.0718888654161428
-0.839253719086909,-0.8052853509911478,-0.34820380997550104,-0.05600876013964449,0.008462169944009891,-0.02086300813019758,0.0019432353121189786,0.05702523352345984,-0.020412729292671215,-0.05758451310408688
-0.629508410326847,-0.8351313174711835,-0.0634120310143047,0.16367936413546436,-0.10168823788042007,-0.1371227038105326,-0.08037039799360639,0.006720674307182698,0.02690655765334512,-0.05066648766055779
-0.552569765555599,0.19777606919384216,-0.4534609921269832,0.0645526168761497,-0.040784652744461136,-0.1292943213597397,-0.06932208720493728,-0.026814240229640723,0.027625140277665338,-0.034420914689746465
0.085024864095449,0.19324526432313038,-0.38803557031938485,0.06861834413645918,-0.0692301847558468,-0.11544026742472256,-0.07892994359791468,-0.060972513154613536,0.022782226246289505,-0.04672755775316962
0.750610688492847,-0.7875458825623187,-0.5426143450982076,-0.10465836794937791,-0.09936130812050974,-0.1075890121104792,-0.06257454910534647,0.012483964815499007,-0.023362845460607334,0.009951171562924504
0.933069430133357,0.17612628734710137,-0.14040080349136877,0.17496902297207953,-0.33435956000488165,-0.054879399434797686,-0.08090300767911142,-0.029601374506210202,-0.010451506925114862,0.02225119486404777
0.964985078500852,0.16762807448795905,-0.011858874038616818,0.20530563790853482,-0.4071202675024361,-0.05895626548854026,-0.0860168720416672,-0.030001646065896993,-0.03667292236897745,0.04503687358439316
1.15457215880067,0.214045051606946,-0.42811382827705535,-0.13487134487613409,-0.36740998018538557,0.002386658767752065,-0.0622235913705429,0.01977932807865356,-0.09869588638195219,0.03474885912365501
1.16298914923932,0.19477792537493538,-0.20756093940258127,-0.0455420216602102,-0.4593861424391898,0.13986924641999174,-0.09840627677303634,0.08119169356899668,-0.1225447031884098,0.08285701220565354
1.39767420290358,0.18226978558570123,-0.0823686053969032,0.02338027008049894,-0.45052135415678773,0.14412811893779684,-0.08461552337040303,0.014806964622568405,-0.10652565700571538,0.044657648195761644
1.46717689965213,0.18552547966347815,-0.027841006228524468,-0.1371187531247869,-0.31268706213320857,0.13237407612955635,-0.11032465718600547,0.03136424394106533,-0.08114912975833032,-0.013219152049061078
1.57934041643112,-0.839635943591297,0.2236368187344567,-0.03110911474362064,-0.39239265342006685,0.12086403022913587,-0.12854690662128201,0.03683359744195415,-0.042235285125549124,-0.043270098917093255
1.90189828659735,0.16210930221176545,0.2228010772025438,-0.05720102026579329,-0.23670390000141492,0.2173794385772558,-0.08479718381145139,0.0034515368703504894,0.02563251663245492,-0.05365845324258378
1.99736532572493,-0.7909660619297254,-0.24936140265963125,-0.37085386992665886,-0.10200216665287341,0.09988268325054546,0.028949285285176016,-0.006981200304694756,0.04037139165229111,-0.12106292308805691
2.08856392307049,0.17663405093162873,0.06099119090832005,-0.09391791628823215,-0.21263512196936096,0.03672201148023202,0.017876589403682065,-0.0086645553472858,0.16613041991952962,-0.1274415139232172
2.10800584058625,0.16046740660324013,0.23054417869916827,0.009345872128014339,-0.2136302069552974,0.014047153461738819,0.0005676912133422378,-0.012567806334598197,0.1914462770476584,-0.09537064151576172
2.10959538299129,0.20222202244295093,-0.18883114160988748,-0.2589785829405972,-0.043528594413315046,0.1251603707452183,0.10708581100777965,-0.005367545251062632,0.12978912390007238,-0.05029823758715364
2.18307450301212,-0.8384801152529517,0.271042532171195,-0.07158409302226652,-0.1852886516286182,0.010342297168530178,0.03816824619594406,0.002843619584253746,0.10537062640448572,-0.02770079526549394
2.18673876833911,-0.8269546837433782,0.14705543824591322,-0.1614266304335166,-0.09076632543968954,0.028402957987027033,0.02464175017321725,-0.04532214467737381,0.10787562066056296,0.004192075878207716
2.26578497197039,0.1857838643263435,0.05403055281397972,-0.2662285738218861,-0.0023925645818465356,0.09493703322116877,-0.04701762615196224,-0.09047724394798454,0.02524844883842867,0.0049612932660940195
2.27083487674283,0.17441364417835198,0.16704227091761514,-0.15860601870716814,-0.06330629700215647,0.029361557056218505,-0.03373931034314684,-0.09114820175676291,0.01495711031378541,-0.006397495401014415
2.30516343750525,0.20005756495883995,-0.08496506250751477,-0.29366879809911745,-0.006452826319503358,-0.03872537598973806,-0.03164058628308635,-0.07625722038444377,-0.0008294750454819809,-0.021670084797176675
2.31073414033149,0.17207255538190666,0.2228243352727039,-0.10025315245412919,-0.08027090246249814,-0.08974960177205274,-0.04301256111958721,-0.08144588219115768,0.00875707051064477,-0.0032678288938815477
2.33206780874885,0.18724567846994356,0.07989111189605232,-0.17766033437429835,-0.07140915468324145,-0.0211886412701793,0.015350182116484059,-0.024026353770454666,-0.03673815345721731,-0.006907205272699621
2.33281406790127,0.17960665958885375,0.18569087566351986,-0.13223637502232935,-0.0616388177045127,-0.06355643839163792,0.036337354126350925,0.010969896088602153,-0.02974552083214526,0.005192722605444211
2.33585780652913,0.18614730449378672,0.13068183973595504,-0.18848884065961097,-0.007069843254537613,-0.023006005117030905,0.046237736940917054,0.05333563074936988,-0.01901832023681651,0.01667522552655531
2.33867288492065,0.18178994829052267,0.18208929306337068,-0.16353466243429898,-0.03797153798492707,-0.031854891492665266,0.050347576095218935,0.05773079405227062,-0.0030002242368618597,-0.01697755908189832
2.34020485222729,0.19340851724869967,0.024964362964361834,-0.2117699635347867,-0.02107970424996763,-0.01010697611667079,0.066093987459314,0.04817222501097608,0.01084547831953504,-0.046182910485327765
2.34614583171231,0.17709350677289024,0.23107148835015298,-0.13912864319205162,-0.03939308390655107,-0.08340986560162031,0.027319796968032373,0.042375632608366194,0.027707302258111147,-0.03797517732231905
2.36055933695408,0.1814881873204728,0.20228761787285005,-0.20888769490319464,0.04337009817229289,-0.04529545152344393,0.03614872185791754,0.05144217608520762,0.030017524190409206,-0.023718345961055796
