TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44
0.015261738676321,0.34943868120298344,-0.47045459361625586,-0.5806184141787661,-0.24264138439945665,-0.3544751859219544,0.17185118972299745,0.3656955970766203,0.3567856551624128,-0.46670626665063397,-0.01899772442510444,0.6697211888026978,0.4331023978073892,0.4569646451162807,-0.2541428109122255,-0.34913403643389573,-0.0646913334614297,-0.0010321397251585721,0.2845720962863825,-0.35327111243412695,-0.10973369561121232,-0.459703290112922,-0.005251103704884143,0.670806668721412,0.05783390408839714,0.20815075329526844,0.07872169781453214,-0.22717821420632558,0.23858703301994255,0.250185236241254,0.19350398686453477,0.16910900011276006,0.07377280747451381,0.0731198670005486,0.14238166231586985,-0.018621630425553412,0.24833359448139555,-0.26554019476993174,-0.1867846461367916,0.22981302178375476,0.044579790528737485,-0.03997975686615821,-0.2518766697149953,0.12200100229472334,-0.009035246625665476
0.0171651860055275,0.9422705185312321,-0.3742778316422727,-0.7419677463518124,-0.3015485184294119,-0.7613931016617755,-0.588584090478682,-0.3775354360380535,0.36604737664791576,0.019263500329551597,0.07175411761464116,0.8201279699996578,0.10121289524175411,0.24171977101951916,-0.33193221210404145,-0.7017177157078297,-0.05676913348270205,-0.14187568227777048,0.08838547342273378,-0.3648305982750504,-0.2239782725685884,-0.28679662174959614,0.24172942857830607,0.455562186269125,0.5017488845544192,-0.15224472557811483,-0.07608826888443992,-0.14223398010680588,0.16959019579749463,-0.5632419515967861,0.060492742231335404,0.008731420373450689,0.060123726773167366,0.2030265748361545,-0.15054424653868814,0.009412946056930082,-0.3284636868603553,0.21571731872800787,-0.16054463759061613,-0.019174280739431438,-0.19259255570726216,-0.02528370942179471,-0.0072322346766895435,-0.022414539834968262,0.05476560155503872
0.0215305773122087,1.1001380374079794,-0.9308193142230587,-1.028975533042026,-0.24372883833296954,-0.9599688619794321,-0.44953975046094136,-0.03303393594084396,-0.07594825823760516,-0.057257402811565654,-0.3893596415523502,0.43281471377036096,0.24283213061748588,-0.055555248262583116,-0.20070196493106482,-0.11123322137643837,0.21555125843466447,0.22985939857402637,0.10537889409422921,-0.19743903633300997,0.16745317334637286,-0.2470598410769332,0.22407770054773102,0.2619114205223134,0.3053150105969574,0.20772067067479744,0.5341083170647352,0.03346902810991049,-0.05825013219693604,0.1276579853195854,-0.18579752395005802,-0.21788011185345815,-0.06068960607637253,-0.2642274790173072,-0.003939844577452418,0.14920661918894867,0.20352278097068305,-0.44261341910734087,0.23619626767655483,-0.3219951372991988,0.02672629371447489,-0.1667622861472768,0.14460287696042248,-0.09142501685522918,-0.027802506533158616
0.0233757601547069,1.5597578954046345,-1.2312159300624608,-1.218760372171125,0.029855983529306483,-0.46178561203401297,0.1105183051566032,0.39168324399462073,-0.15889577944006936,-0.05583355347219015,-0.35479446900214,0.5156660769823042,0.05558117120405404,0.13551987894322304,-0.09561300794055147,0.0836379345436964,-0.044155937258160506,-0.21470420914981306,0.568387590221082,-0.2838415579317638,-0.1278559507185638,-0.013903619312540192,-0.01212275212349297,-0.29000028623522495,0.16683746078548953,-0.11309064178246747,0.06677453116326086,0.03916256018445037,-0.4827578862015625,0.2865705561542529,-0.15266935320837574,-0.10433370522366672,0.19810420494065392,0.13968349765508153,-0.054599553556468304,0.2220334095182755,0.03638170848832841,0.19324156689939886,0.12868938581884173,-0.07770001279252073,0.2262700421090883,0.06541831256250522,0.19623144891711225,0.08106973953030351,-0.054419176959435836
0.0455997960795833,0.9904578895196585,-1.3887574832563416,-1.4302651431588083,0.2636236927238302,-0.3266593340853992,0.002146084548406335,0.43876039691806645,-0.4101849987879146,0.017859381796265197,-0.34276266301671393,0.38573010569810795,0.3245014650586185,0.10639671167859152,-0.2475799817531472,0.024707734942283885,-0.07322802019160887,-0.24361436960913835,0.28568137213927114,-0.09373020477046912,-0.1728378580355583,-0.2820996838464712,0.1380288704472343,-0.36777431615927747,-0.08208301697174698,-0.04080101221462193,0.04421248568809191,0.02483739678450889,-0.2650129970980233,0.09286245041097549,0.13202309969666368,-0.14667667272347903,0.06048718728011247,-0.34190354215074886,-0.04970084219220108,-0.0887992606755315,0.005679121855884772,0.40446438170093146,-0.10608964317249694,0.46266603360592545,-0.0115853964118251,0.05891065613299519,0.01392676288000006,-0.21676618040089848,0.05326678625335451
0.0901777202819192,0.7236135476844358,-1.7693950745319664,-1.2767372131505184,-0.4438654271323663,-0.36111130677570163,-0.5723611507550207,-0.05686340138455167,0.10719390745993733,0.25016104823635826,0.022607472509977196,0.658461607773092,-0.29492436569607616,-0.5137095127364408,0.14625016795645207,-0.30705966320434214,0.19433169897989888,-0.08851594109524064,0.15928056484838293,0.06755609628988846,0.22621096433129576,0.19282174240917743,0.006309821084137335,0.17529403279528663,-0.12443635678202529,-0.2947352329518785,-0.0819090001668832,-0.06842103542888185,-0.2485028042890064,-0.25385411492879384,0.2170520134525525,-0.3051691881508336,0.021081805719573733,-0.30556664381529747,-0.08608269832607278,0.14450577440404067,-0.18925028401903252,-0.18910131225610272,0.05759417222443865,-0.06658572549931424,-0.028609270830850294,0.09878078497573245,-0.0265478477668665,-0.2672496795989389,0.104222405895032
0.108536601088434,0.4490702833145411,-2.6919212659503406,0.16795185887095138,0.27279212341030434,0.6939131989379118,-0.14902478106763087,0.18141552832098348,-0.18210734764813363,0.20601080770731706,-0.36424589395280776,0.32951097911295535,0.0609937936980454,-0.3781537853951576,-0.25702753108095056,0.2805480385056231,0.14739654644158834,-0.025744819899259322,0.25330365970927576,0.9068412081609069,0.49226198600777427,0.0023668617683289665,-0.17537555564194351,-0.06590333772055938,0.055883363962434165,0.04452574306931836,-0.0725278716111914,-0.08513592909289394,-0.13571870732457142,-0.24452411511518743,0.027267155891388308,0.058581819479321104,0.1152532492113004,0.36877548514495767,-0.06410688123634478,0.009341373168145177,0.30893407482084845,-0.31167815559632156,0.533163375784652,0.22185112268478355,-0.5009560762657742,0.12637526353953496,0.10632686323510761,0.28514620212033803,0.1848382337531525
0.112106469276672,-0.004738626137305292,-2.7036398738145695,-0.39509555671306956,0.3998039081964942,0.3792527935542667,0.022489642044492122,0.24380297469874515,0.12656683011559922,0.11052738378674931,-0.04176032491985413,0.44291480030219016,-0.12210806844228062,-0.31372306087632773,-0.026308583534934354,0.49253359201423036,0.1085873688051969,-0.2741136129086588,0.018171707921859494,0.3271473577850837,0.20347226590931938,-0.013227146777717892,0.18912479653616163,-0.20111134430992206,-0.004605158258946939,-0.07135998460199704,-0.27013172727652734,-0.06052803312922431,0.1455408384182262,-0.002377916231847567,0.464877099197614,0.2019813218426777,-0.13052827010821128,0.021773543136487047,0.11981661854629816,0.13383918114838242,-0.09028515868679213,0.31616226679545645,-0.24166264272228133,-0.3727882134918102,0.03481964082238386,-0.13501552673552536,0.1430207098859716,0.21091071342980394,-0.20538275587949428
0.135830459809855,0.09830876331268659,-1.9249519723733106,-0.13322926594388462,1.1304590599603195,0.11325990279488647,0.1543864347729629,0.2118422207040737,0.04575451224333178,0.15827354895414425,0.07221177864866794,0.26435894789813796,0.06354824621945468,-0.3766570989939679,-0.2462756256127895,0.20531738627033178,-0.31081859320885624,-0.2782973293520025,-0.12834973280081569,0.05896913385230345,-0.5412895718133008,0.3030673395028341,0.0032274220832572004,0.05183379077445248,-0.5841465947085728,0.21967976336380193,-0.0005293064628929023,-0.5839785075811628,0.1174914521758257,0.13234054802514586,-0.02655456103158422,-0.141382351838452,-0.27115771148317147,-0.14322630198760844,-0.03523860582915522,-0.37052027870958204,-0.026511446596217663,0.2762165785944965,-0.3182741718185434,0.2229386616157553,-0.044543364102042335,-0.10931751458922206,0.28663886566925745,-0.168565035056799,0.10810553382176774
0.136991595400043,-0.4372222197344898,-2.4015552955128885,1.064512903537863,0.17042446523338575,0.44158099825003144,0.03248231532355599,-0.029970038740728445,0.3510883208013259,0.5080291267023366,1.0106370800201847,0.314439965754211,-0.6590841554640932,-0.16425752380933906,0.2575640285625683,-0.13362932646070855,0.18964634631105856,-0.20497080396056697,0.06586946266974412,0.21206738729685706,-0.10644492830895369,0.197295158732245,-0.0037107744680427214,0.17262219037307533,0.25194094600775846,0.1938889122318357,0.010906784450344313,-0.04300410918813994,0.20684626526096528,0.08146545359336768,0.08706366382711637,0.3677305485751967,-0.10572870724814389,-0.08418562078824805,-0.09975518878861067,0.23301887871558638,-0.37255371514711616,-0.3729939266237854,0.07950465216529376,-0.03684682980018571,0.28622458357217634,-0.13135473342975898,-0.1296508981045053,-0.0761816981260978,0.13955297384500018
0.173634963621368,-0.23204194956481514,-2.1215984518703728,1.5873720522026769,1.2959262816588746,0.4192170774951113,-0.24661026912777806,-0.20063427588846997,0.01000087367774333,0.37945448481197597,0.34867590271333393,0.01345490627388516,0.0655245232926573,0.20969078571133842,-0.2987869562028591,0.619341264554293,0.16921435471103197,0.10402234330719597,-0.46409846140083255,0.30551942479801003,-0.10059446533526745,-0.07096036266191337,0.01765615635957094,0.30568083853620664,0.07765198901885541,0.22601842893207166,0.249570449750468,0.13038126583642268,0.053442818974436895,0.10352703983864307,-0.39565018328760926,0.2528081096852756,0.33664728781337283,-0.02213653401368473,-0.08247428050158209,0.10529873034382889,0.2508065943198562,0.09335156016455814,-0.04801228820147422,0.3020496304282386,0.19526196533209506,0.14479429900427665,-0.3082889270028463,-0.03354615627464975,-0.055095487117757594
