TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53
0.0231052980216988,1.3672792413386081,-1.394837347111725,-0.579265638822699,-0.9320363006738356,0.4593244763559898,-0.36123424232711476,1.5599157140817428,0.34147907878683237,-0.17716000217384428,-0.11829881541131956,-0.7458689797162659,-0.1389229562656894,0.5351126761648819,0.502458448676981,-0.4561667832067193,1.373999588185004,-0.11403718929124415,-0.1273743432509099,0.5579633778090879,-0.24251180897812671,0.3989715962945174,0.23306294387587717,-0.3503906351890477,-0.06346578709223782,0.23905423820977303,0.21143598153833698,-0.2463332231396413,0.06787083634662458,0.661348485707517,-0.46902608020976194,-0.07530827149583164,-0.19257690613956677,-0.17509850691566037,-0.4199622048976548,0.18754254120970493,-0.01788521791493571,-0.04224497978398924,0.20985536643190733,0.24772925443295088,0.3174695792146136,0.03852835304839031,0.081320851092807,-0.07083065973246412,-0.29357189173814363,-0.25789472195866253,-0.0525684216736839,0.03572310255878065,0.029113648161048028,-0.15787374605949941,0.07613530253797793,0.2921670183135365,-0.2359351653689368,-0.05359999999903093
0.045072197488958,1.4422452548401754,-1.6680012560384123,-0.36330061776218636,-1.055229707629458,0.41429525203316936,-0.3015285937199816,1.9514514642071776,0.0531342112454864,-0.3302768327684488,-0.1543457723681172,-0.6937978241862309,-0.12688028015792333,0.3372903249097668,0.6384145132161817,-0.2047664207718386,1.1009335261944773,-0.08298359608431151,0.03500127925170424,0.5618677995524386,0.08353420095703092,0.2839266921379265,0.2726053217282602,-0.02154747198443356,-0.1196371049563264,0.07172759993245816,0.40268468277664565,0.40436529951996575,-0.15903544653067173,0.38960838680213283,-0.3877967974576996,0.017929502122934707,-0.12396874211713227,-0.16069057746630783,0.001608043909583867,-0.1575861630890913,-0.008937021784873916,0.4473602380851516,-0.10870835671082889,-0.583322452083208,-0.16042602031376021,-0.34385442436741914,-0.30853070708292135,0.07531641584596804,0.11468798837342808,0.09760732798713753,0.09262196069945278,0.06092412185626136,0.24842673811755694,-0.09736155400508816,-0.03347185947389292,0.002838258055904856,-0.03900446434776938,0.006290652026363193
0.0661673237451101,1.5060650318589588,-2.2010372842460666,-0.7944635079096537,-0.8825694644111365,0.5018584760089033,-0.16721782795240875,2.025376432571714,0.18900759755997396,0.011140720914071627,-0.17336357537242586,-0.6934745406025402,-0.045897868922297434,0.37540151841522135,0.21184934972468683,-0.15407780789307532,0.9233230409936565,-0.07615617673290236,0.019507558267948682,0.4787204649197178,-0.10235455221865086,-0.07642184458804434,0.16696788127891146,-0.2760521725300693,0.22982844974918695,0.13339288340859118,-0.15232381661521036,0.033984757806803365,-0.3072802430331532,0.012939172324439382,-0.22209915289521764,0.19540027706816784,0.18920936906724087,0.45691048820679275,0.43047402283755526,-0.12395523197735432,0.1481784155476578,-0.503092137573149,-0.433604174657647,0.21835102489003386,-0.5083784464956291,0.04373886624568385,0.10701492594901084,0.06604304170447114,0.08299636191884965,0.04157076715455923,0.10422101095681766,-0.277526940863381,0.010254080257000923,0.13972060248170706,0.11910840626840166,0.006530369199765168,0.21006409466296724,0.1459655923184132
0.0794990334380914,0.4962232825556607,-2.3645326614863116,0.21584365916137435,-0.9725668073764423,0.6026317736210378,-0.4515755292788704,1.9047381678422046,0.41139522638756526,0.7220314704695977,-1.067048111894418,-0.863549323755642,-0.47601335510840814,0.1231697609540134,-0.19204473164203892,0.33657314475258765,0.44161021034022957,-0.5730775319406972,0.29932304419031697,-0.644561185473959,-0.3234562223481919,-0.14927551470398046,-0.29391553234895534,-0.23613209910087835,-0.41958820453489065,0.35925736219962756,-0.2677757271266825,0.41005471329783694,-0.20184488971498832,-0.22735990089253053,0.5658246011022776,0.000898281738650356,-0.2143563720516642,-0.27484700683879637,0.06324764064520211,-0.20308133425399572,0.1965261652242371,0.08850305234263722,0.08126114248775256,-0.028789496546593952,0.24608644292531828,0.27281754102981787,-0.17154827616192245,0.43520586009903495,0.11338828992568126,-0.07295757381770335,-0.020825502339789696,0.2914445718115613,-0.27182191743268375,0.43875399740044846,-0.14366352179412528,-0.04591358319064052,0.14674435185112808,0.05470082997792569
0.107280811311094,0.21222000279709147,-3.6653574358464827,0.2739789068150706,-1.0343189358036873,0.7962187061358157,-0.5490460297705672,1.0721470923960599,0.5673380518298679,0.31334507312726784,-0.46797727538210593,-0.28432804672860124,0.5508046171552227,-0.4430709591650122,0.5791621936462518,0.12923812204126317,-0.5013441240302339,-0.5540827116765966,0.2425178053427064,-0.4938322422848923,0.07782374132847043,-0.5113264165821657,0.08197900769191901,0.3040368934290808,0.263017300709486,-0.42414721857972304,-0.1295692631517819,0.10411534398914599,-0.03481869268768342,-0.1548790706863433,0.5830615324385923,-0.18031090736195682,0.16015089635919127,0.3208712810198953,-0.3008323962145063,-0.6809823169607385,-0.017799307721274697,0.04865579170281832,-0.3866492816909564,-0.18070672631897972,0.19709265767897596,-0.09423670612719473,0.5101168902774519,-0.762729767787963,-0.25105926522988703,0.07058591664461077,-0.09169591658197353,0.1118047076020054,0.13701705105189574,-0.14164539850228697,0.01721356960960588,-0.28669580029560476,-0.06758059839092377,0.1511120191631004
0.110809375423727,-0.11754111194091173,-3.5195497564285323,0.362389995741039,-0.5257932103909776,0.73038933100331,-0.2329828083132226,1.2884734925974712,0.30733721001068115,0.5341755546970631,-0.49271915358801643,-0.40598667916192915,0.5626021281179063,-0.4432440456140366,0.4652414519736844,-0.09958519924765513,-0.582031365602888,-0.34012627384653754,0.23637864912475257,-0.42602719929651933,-0.05039335045412416,-0.4714104342316006,-0.24207965836053366,0.4027394039418695,0.341668650425785,-0.13545344931197145,-0.4940374703437142,0.1545659016505909,-0.4267190144203674,-0.22594946525030007,0.3936130782264617,0.06834497976822888,0.49721964010507685,0.10172417918320158,-0.04138871675352981,0.662168330025628,0.03518794318065117,-0.058199463513670106,0.46007629389892873,0.1606914941424856,-0.037285267669667436,0.20208228360856045,0.08814385602790478,-0.2034194495460279,0.16875501387552072,0.0755501693875418,0.18883047734213865,-0.3284517159021912,-0.15093473965251877,-0.18204080674752499,-0.04151937110347241,0.15628108600743298,-0.021330423117263263,-0.17090905739992873
0.134258874730075,-1.3306095547362247,-4.166653851762135,1.179224716441503,-0.6213905971391791,0.422375837148034,-0.5966814215369121,0.19563617121505233,0.32991170451740326,0.15434044415312007,-0.7993825746371427,-0.2973521310686784,0.6607663607040891,-0.364970555297281,0.46684715366392043,-0.0050644815203307264,-0.9840071040588487,0.005723558517888461,0.16373695427695564,-0.30921798863775546,0.10447459494355005,0.025763216817042304,-0.09096812418727489,0.32006658827218043,-0.1433700579212044,0.11114782835773517,-0.1984044790782222,-0.3536410255890397,0.3319407009980573,-0.30474390187846595,-0.33156215612031126,-0.0659312317272468,-0.06097571664470496,-0.4785344716152154,-0.273287705294842,0.3341681565648188,-0.03365607732346046,-0.05752992707618068,-0.14224517361164488,-0.02061902850507286,0.04083601504274285,-0.28852202468149935,-0.35362389169974606,0.32227756818145065,0.057819185837268756,0.20263885970631051,-0.13368353568107944,0.1599931029125471,-0.08730242506652887,-0.18840236420202477,0.05904330508166952,-0.21161611249876644,-0.03218832990227875,-0.2907505397885821
0.135406575753586,-1.2941065955120312,-4.585632311628534,0.8684492035968157,-0.5232612747845292,-0.1210142638038387,-0.9235657016965986,-0.16308891957824267,0.22225153442766707,0.2388191438601431,-0.23202502395100502,-0.21580993978263255,0.751610730527435,-0.23542285495867937,0.4234187734711965,0.20870655303584126,-0.48142389559521864,-0.055563468088379656,-0.3051677702024846,-0.6317338388750782,0.27850527316802426,-0.0804335973924577,-0.3737553281237933,0.20851612048471233,-0.2147128701304125,0.12463535053645797,0.19088859650089793,-0.17180532275245747,0.3697246897532208,-0.00981332374043961,-0.2829390565470655,-0.03603160486756225,0.06370300199084011,-0.19200857093450152,0.04826187593478384,-0.03769559739742233,-0.5151130185630596,-0.34190203861729884,-0.05053970133661245,-0.044264224933222025,-0.41281558856401224,0.02689629272661531,-0.3074174863065032,0.4436251636439011,0.15996027705931007,-0.20668012432928298,-0.30702779255367385,0.134840574076045,0.09648535102066418,-0.1067184308412664,0.012414124914825053,0.4372829336278623,-0.2281610567450302,-0.003781274999375486
0.139558348672852,-1.7257400066890942,-4.767940392423524,1.0656531391942368,-0.5615616784003592,-0.15825658009089277,-0.35628874875514394,-0.950393576916432,0.5274549163790585,-0.3271049932290067,-0.16046797541929914,-0.1859336000915165,0.7981643073365445,0.1697190948787324,-0.09651892904778357,-0.19933330934761037,-0.22980733269424686,0.33257507855046964,-0.06336500308594178,-0.17768738934959152,0.11150840849578539,-0.14377418984552248,0.23223182158977496,-0.25680704170167074,-0.23621404038086163,0.2873335903929782,0.49869609985851315,0.05176301931969224,-0.3222653334748218,0.1044949659373891,-0.33789340655222544,0.2567841552074685,-0.4139125519486684,-0.05728316447929777,0.10064998617334811,0.2753756630454863,-0.16295227380790006,0.04049118458692769,0.6279202175776599,0.38362496762349185,0.0009576703371782702,-0.02395293719274374,0.383700800959371,-0.04610018643291586,0.021619914786322723,-0.24452999391502425,-0.2945462209676683,-0.08124041649459665,0.13443710578841583,0.06786136503647841,-0.23953083010457785,-0.3431421685346316,0.14721477843115602,0.35906505346639983
0.171625973012506,-1.9899224410772227,-4.946663563962928,1.2296655172736255,0.11825801428216894,-0.298134016619798,-0.4871732837246848,-1.34961261501012,0.43326168729599374,-0.603858336838912,-0.11133854507242182,-0.14784774447019353,1.0368658540129263,0.03387798438587971,-0.3573675325901015,-0.03404750837203211,-0.011614952017552898,0.23522776244980403,-0.6261364479571235,-0.3109164438012794,0.08655855591970735,0.02417113719909949,0.25509881816863306,-0.4338837324575035,-0.10227808652825092,0.13347919290326649,0.3120099586081559,-0.13029495478686998,-0.03960523375262932,0.23571437171327408,-0.23710211113061558,0.10984845402240201,-0.2141089965948513,0.45517710159520053,-0.16736746613384734,-0.12106177793431082,0.27517682506871566,0.5225311295245413,0.033693375786556345,0.28647070392685753,0.15401618682639448,0.2531768165156758,0.16556245803200476,-0.13337712975603994,-0.21525071228840129,-0.10811043773793642,0.21663861872591306,-0.10596305358429625,0.2648666405023698,0.3120894471621724,0.16391651025486814,0.091041739124002,0.17880402726653294,-0.08069144549103906
0.184088387385226,-2.1209678781947816,-4.732360803404675,1.3614097933838625,-0.043074043047136704,-0.06463406086464907,0.0896051613999671,-0.8337897493252178,0.03357218143079247,-0.9252409767818052,0.10759634373975187,-0.10157935873881947,0.7135429780728325,0.3936912362348139,-0.3360344944473132,0.3052432963564947,-0.12672884756240624,0.5104086825443289,-0.3872714329633894,0.15757725045147553,0.012419213284911416,0.09604873145103417,0.20615312006127545,0.2460741360557127,0.14752237522041886,-0.09830418673274227,0.0998974079152877,-0.5122350494473984,-0.051340238238307384,0.1570217440959738,-0.511779563813739,-0.40412299030756865,0.3044414401104689,0.4880599341286918,0.5231206444467766,-0.33902679955016635,-0.04421280332552988,-0.07089232047477417,-0.4217004277212396,-0.24998685513729904,0.026201403702598942,0.11193914308845543,-0.4099926982551821,-0.06844138063656567,-0.15292686089789378,0.2023364941142951,0.5437606716485989,-0.024818900958255008,-0.2857815820208365,0.10306120175874973,0.13444218330196486,0.012795242601181946,0.16968770775595504,-0.03511343368784614
0.206119715951851,-2.2456805203726637,-3.9034059766356957,0.9572013806847468,-0.040021321419851714,-0.20385691342294304,0.3981466419964263,-1.0152814753058634,-0.1384628191723482,-0.7673443720817911,-0.2251449835601043,-0.0573261652850423,-0.7169533309200968,0.2198942171662478,-1.4131508014170746,0.09958441824829611,0.5763800646374323,0.20659716100692213,0.15042882690590625,0.2854831458877144,-0.4948549463663844,0.2535992611319232,0.423512279537715,-0.3402426349371265,0.031554050722884405,0.35414044138909656,-0.1632758625774864,0.549636488002193,0.34857291751322356,-0.06425586555903472,0.6302865092439722,-0.0713059377470216,0.2123394633732305,-0.3501349465878888,0.34237962234738545,0.007400241429065455,0.018464970931915622,-0.280183137249603,0.067338339610292,-0.2869202030719457,0.10547404590073259,0.07034688060259739,0.43165609836949065,-0.09891324553566691,0.06616322129695366,-0.364960722008063,0.09885954557324471,-0.0022091566215731375,0.04060384757572242,-0.3879313225598966,-0.0822610331772631,-0.022348691324910124,0.17114456418100363,-0.2903293094329409
0.229828892809245,-2.4784366826189816,-3.5826044037871316,0.7910835685298091,-0.1880675833821174,-0.0638711311372281,0.5303785090800002,-0.7333967588102265,-0.25617716344299774,-0.8000602558042066,-0.0028663169980904183,-0.07398201110225817,-0.893875451080384,0.12474965560878151,-0.8320712320426619,0.18508595150286264,0.33009484288316754,-0.19165274174716634,0.03499914956584438,0.5296863067088583,-0.4445811415019046,0.08506152176203516,0.2814721456961889,-0.11312988935988032,-0.2155729094203946,0.15001855134850964,-0.07422916836754169,-0.03745157727028109,0.48974918540739293,-0.5344545096028037,0.2054938258881611,0.2537126156420028,-0.19189718181236276,-0.2611893678320773,-0.16270279343045782,0.01097218918689381,0.1607638975790687,0.19529357729806332,-0.24890940976818673,-0.12060288499938174,0.05626332605951143,0.08133938289926533,-0.07426388018929254,-0.4960688556238293,0.2286022831381393,0.3677843550354578,-0.3666522501715941,0.10651756824924853,-0.3358808731268801,0.18314498260891635,0.016278352785723305,0.09025412523126702,-0.612494073184594,-0.2335993576337203
0.28516004385258,-2.4541939657600107,-2.802000981400037,1.21234705682775,0.20697580684267236,0.0416904189306071,0.5937039532286825,-0.4355199318293123,-0.5335110373372121,-0.38908820267506916,0.7753118032152966,-0.22478847490869497,-0.531241119740842,0.04902182179272266,-0.48607527820768576,-0.1694433949259288,0.6304666264639044,0.22951880052100576,0.3805140002289405,0.7318316247066842,-0.14832356785872097,0.10575120421336831,0.12279041501768888,-0.22855247145362043,0.23217450882429708,-0.4325665530363763,-0.2539485138951069,0.5061904353470078,-0.014343750065246028,0.25230604853757294,0.5464894599863951,0.19538142246411772,0.1692888385283111,0.06155279257757382,-0.4271533831104804,0.13371557356476843,-0.05542801621224978,0.14124815891456868,0.0057834052671921765,0.49856245661420556,-0.4033219201857754,-0.14231825994086458,-0.21582754977680296,0.2304982593663598,0.08365690911362116,0.0896566924254667,-0.14773795568886494,-0.05970689089263526,0.00963771733722469,-0.2268230504923414,-0.00434153973975419,-0.04836297762594793,0.13889509935524577,0.2108104271946797
0.313877853188354,-2.807193551014501,-2.9367636787019173,1.518008551942691,0.28765459640721114,0.18343277734421998,1.0019534812824717,-0.20989392220258715,-0.20097311239352617,-0.4322667716073146,0.6674395224563758,0.006152997723053913,-1.1564534549492922,0.20627845461769612,-0.6058277688689203,-0.006079360649624422,0.37060067209503017,-0.03388004709149629,0.38626686496937823,-0.01715569716793431,0.11941665475405659,0.16532820414359345,-0.44120617447395527,0.5818202087417924,0.4076808048609763,-0.5509870216011863,0.04847556156034205,-0.2783538640451633,-0.6229476848422509,-0.02821644866353502,0.31030337100966127,-0.34483060968910517,-0.4664950129845222,0.2222703883226042,-0.021157601893166844,0.1208045590798602,0.303838098703305,-0.6146003724366446,0.09054241621764332,-0.26822607881657945,0.09285087999894873,-0.5262302916550436,-0.18833684297648856,0.3069464518365387,3.4941632647320425e-05,0.014796796751037405,0.008875883703453618,-0.21122345013398938,-0.11569281653403234,0.20546063258469674,0.0658959769937902,0.024390120577254218,-0.12254228903136055,0.4719443157981091
0.350777678554565,-2.4190008466245483,-1.8200376290520779,0.8012821348751739,0.6536164428423701,0.25518918316665967,1.0854427224637084,0.6449139777698101,-0.3321062997508232,0.3110472725308017,1.428815970423647,0.07191416813642863,-0.9203102725661907,0.14054982435542307,0.5283108929079247,-0.2567318531518213,-0.07758107301528425,0.6075321111215936,0.2963799391887689,0.3871680100521466,0.32305701682530313,-0.022531622188265866,-0.3975449769303203,0.6092341646357321,-0.10656740175760812,0.0034532125306283696,-0.14177235052569753,-0.13193853779542547,0.12608485914056905,-0.30081193577847287,-0.18308432968939276,0.06654714209453745,0.5276226287143978,0.018799412046393356,-0.04812271290628657,-0.11755577919397855,-0.21534953286330777,0.5262086538304611,0.040912179940575194,-0.11652409015969309,0.15547804249621927,0.2852134697196976,-0.07254841827813675,0.2200231569699607,0.058438789595826664,0.21551875323894687,0.12539478595110554,0.06314189638902998,0.4796684520283957,-0.15084444496951116,-0.18454686207776025,-0.172489317926101,0.24524554491261483,-0.17412221500873054
0.351338121287886,-2.6898332854274134,-1.214298435733097,0.7638683875568866,0.46143807829675954,-0.14096866973514613,0.94805710388757,0.6755981568113015,-0.5069294043221892,0.2639044579243593,1.1858743202038045,0.08184286498981387,-0.6848821611119644,-0.12051337052771897,0.7070173471770855,-0.18967806254558664,-0.20994552629010307,0.24586133386242448,0.17403668045125453,-0.05866144794157791,0.5339038707871876,0.04089684567414311,-0.22083871844009872,0.36737560191014834,0.051113425857827,-0.43525089849370463,0.025764797983441626,0.1399327298999891,-0.06630690636876785,0.17533462169853514,-0.33339323468851845,-0.02616154380165973,-0.264529157845957,-0.014364328179515638,-0.06333048544406782,-0.2228878180575768,-0.0678589510960396,-0.032887804821618946,0.23291259526038266,-0.17009740637495133,0.031231902788331635,0.20439889369858733,0.1132849251367459,0.09462100749234016,-0.28861316995766834,-0.19379552776095563,-0.2102621896165706,-0.10890831770441008,0.04674007077367047,-0.10258586615599599,-0.25690739396508167,0.34916283201974757,-0.022560658924280084,-0.25959873166625835
0.378242419927555,-2.4745172386943115,-0.5817682321746167,0.8251900985947961,0.7488158039475655,-0.5258144781706761,1.3085785879559013,0.6925441483679048,0.011847839207788757,0.5711328778493805,1.2883413924823524,-0.10403170644202983,-1.2838440131810154,-0.24070251761957662,0.460617321163903,0.05859853510518478,0.05893447356654762,-0.300083434253206,-0.36294738886523387,-0.4102009850128477,0.6162215151644507,0.012694763624142508,-0.12083893696568473,-0.20617598830522446,-0.05162542178137496,0.2846981308391941,-0.04109033574602846,0.1486755843547788,-0.16739471729875552,-0.09688514310293873,-0.18217181708897345,0.30414527764279636,-0.13654555363530682,-0.3848081420104369,0.12210677111039729,0.5028432903898673,-0.16517600889291664,0.37038964635051624,-0.3147265382551343,0.12174212069689752,0.2606913495149808,0.058984691565842344,0.13654473797030242,-0.2460446639184536,-0.2922302234007738,0.02991276702172204,0.10213386198248842,0.1375028272346248,-0.07581856350971676,0.004402210561036051,0.13441020433434187,0.05112820899840706,-0.012076189791249504,0.12540520239264355
0.379636535122511,-2.483203932915558,0.1369301921761577,0.9985194693232378,0.5441122863976503,-0.8157792427551465,1.227617804393422,0.9439280567334647,-0.2294183726043294,0.7086236536627349,0.8693109414717488,0.1240806708694646,-0.732216005349014,-0.11315222777707414,0.1850795812562038,-0.11376378437588391,-0.18759259084744115,-0.2433946773532856,-0.4380815682402796,-0.5587963192733117,0.6791741835565306,-0.19875689427550702,0.29848075187460826,-0.319783325880519,0.02840058262408187,0.17061557289184293,0.11994847663106463,-0.06975810847891825,0.25534007162990374,0.41958174412845917,-0.20910407936612774,-0.15983930749419262,0.18915136800926693,-0.05407080042288548,-0.035465938797031846,0.04825459691238367,0.20054271475349061,-0.34472118900051074,0.09090598753847663,0.021633113146251107,-0.09220160741291981,-0.017664247593795927,0.27023505502835005,-0.022088664874360106,0.3170124018679457,0.003001670366645434,0.2227873918222053,0.05937235144892799,0.03933400269046249,0.2711277824783648,0.23873601973366995,-0.3423782876646792,0.07455046059635877,-0.24734753095936146
