TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29
-1.75430895079149,0.1558691879956316,0.16138816820801918,0.05689208550336747,0.031071597959034625,0.0505513407685717,0.20893025070826504,0.062490322253381636,-0.000492471295772002,0.029512692185044903,-0.1000165422408754,0.06758947213810955,-0.0957367839204693,0.02500506551415627,-0.03506657646402152,0.024505042953248627,-0.012703691961001054,-0.06638259977096939,-0.06182575938051433,0.0766366672113329,0.06398742465146191,0.028936176332178234,-0.029283014313408063,-0.016417426148718963,-0.049758753157189195,-0.03577590439916702,0.01021285074116196,0.004302459511492281,-0.06112894453144365,-0.002958905326150037
-0.946564987391368,0.18013944944549673,-0.16456839457895922,-0.04201629839539375,-0.10940343768169619,-0.05552488708405639,0.102318705179299,0.09086002750885183,-0.01941156127683923,0.05648104813878617,-0.05742071009378714,0.03892508071076094,-0.11303800653609983,0.05961127581046795,-0.05257805061634623,0.032334023883887605,0.016515177989750565,-0.08180208537453304,-0.08608005359109526,0.08277845123793393,0.05377307798528365,0.013584220088686807,-0.012276320831347989,-0.0007089676941801742,-0.04143167735742826,-0.03514128246260276,0.017371813771103767,-0.016054124647471774,-0.06683182984572719,-0.003857172157804899
-0.839253719086909,-0.8046910357185166,-0.3975126173618193,-0.06140162127516422,0.008781064441821433,0.0032060053360707503,-0.06671029578051112,0.09418137933597455,-0.010805911004498004,-0.00570157719695115,0.007334452862110495,0.011841428395514364,-0.09634781539685205,0.09050581904897807,-0.04226487337143183,0.010582526369945418,0.025064324400257056,-0.06512488565171701,-0.07700885928065679,0.10643337852938933,0.010654952550852309,0.00467468695385806,-0.0040085267153345955,-0.026180545601953435,-0.04942739154583773,-0.02028896528085849,-0.015252079412809693,0.00766569503092022,-0.0023794374752320368,0.015680520194365423
-0.629508410326847,-0.8409884137811566,-0.1978895581777491,0.22360999503834633,0.10971293941974056,0.17239471028395875,-0.0535255502484348,0.009719010638664998,-0.04026890541244257,-0.013628524099520837,0.10951185746145212,-0.03734865917762382,-0.03020822450086196,0.06800711867863483,-0.08543945060715283,0.05445390685548464,0.002817081425237823,-0.04441024132420789,-0.0581026568449906,0.11693663225870538,-0.036476274033592826,-0.011241076739023673,-0.010241959013164973,-0.007213025813957377,-0.010384274706585933,-0.009461844901931731,0.031870075465575895,0.017232468582166663,0.01645760088477184,0.013616043500266795
-0.552569765555599,0.19596007457801487,-0.5178323202630845,0.057948134405745505,-0.021346409553100607,0.07962604877452853,-0.06532535492186138,-0.00884475641445672,-0.009968426457196412,0.010865859048455873,0.12533891403293093,0.0047680991503375285,0.01536545076138744,0.012243187960551289,-0.02552585737280245,0.020131367191179247,-0.04839325361165016,-0.028203796117126315,-0.06955700653859112,0.10105709110665784,-0.027005903006423502,-0.025749161013069156,-0.002131308827101758,0.012868344249195083,-0.041240558298619376,0.0184095610474166,0.04486213533026126,-0.0033758209463065664,0.030384417881727226,-0.003005035206470719
0.085024864095449,0.1943851833840407,-0.5713809042786522,0.12096028285395533,0.05878688398100014,0.16422787687373408,0.03361767931922415,-0.05339035162672339,-0.00723227158285101,0.02434049301974161,0.12240772946269164,-0.032093355346352125,0.06473958378134105,-0.04731888435030704,-0.01598974393414569,0.026500657440350062,-0.11461711907250222,-0.0044224712735112266,0.019732886709684826,0.08020750672235745,-0.002409698608689398,-0.009750922852410079,-0.026465208951337603,-0.018169525597643774,-0.015431207761324254,0.02686608787997992,0.07010325891573994,-0.037114279240233417,0.04143448685813992,-0.010859173107070864
0.750610688492847,-0.7797671004746473,-0.6813108521797829,-0.09123787839453182,0.05297352638536726,0.09501415583205342,-0.02886824896785408,-0.06715341246457997,-0.004200479325036359,-0.04572223620037004,0.03637723692800265,-0.02865716831429808,0.07165587360070842,-0.026927412185587196,0.05767179159123338,-0.020022788184660356,-0.09445950246785594,-0.004399654878461954,-0.0005441095841356127,0.01536814556497249,0.03714282663952736,0.012921825307355089,-0.03905145618236671,-0.003702994097807834,-0.0033945903286404138,0.0093255913293813,0.02642864743281987,-0.01072950526605093,0.026466995259243502,0.02768492419337224
0.933069430133357,0.18106211522202562,-0.24389563081084634,0.0822189191020652,0.3106614149354429,0.088766273934754,0.1313778398737132,-0.1267472527330697,-0.08288056408567002,-0.01574489948685322,-0.0590817814698883,0.022944728042319028,0.07333012146568772,-0.02515429905134023,0.06127898240280761,-0.020821608310770977,-0.02993972035566301,-0.10570659178063395,0.015025296631577907,0.08345676910937158,0.04055160644685323,0.005490391071769413,-0.000983805677106174,-0.02461356778006917,0.03074071620379115,-0.045954589824224054,-0.004615689406066711,0.0009768321792505727,0.007912033241990381,0.025231694432907816
0.964985078500852,0.17113822471590423,-0.08620916148755373,0.1639716330040701,0.5025558924628698,-0.17290922283779653,0.013524450154283232,-0.10580626798127155,-0.026643876292676626,-0.11556835219814258,-0.09305527472212491,-0.026495486495068516,0.04784783182934417,-0.022298957683741957,0.021642238755341513,-0.06775440166136514,0.060455599282924447,-0.045827994823931774,-0.0037703929595535074,0.05304100313011795,0.05573592062149274,0.012151282172629558,0.03067485352697454,0.003912791128362442,-0.001611036689577915,-0.07862786509090325,-0.03735983071890616,-0.008756984614340203,0.009169750790959792,0.003854012171478522
1.15457215880067,0.21704181466224834,-0.4303627705242048,-0.1553587437817143,0.2937252714504871,-0.34321907340587143,-0.019765338965186383,-0.02628550328028327,-0.04887936191259411,-0.11353546474494343,-0.1541896474235692,-0.025955487297455112,0.02892324408907926,-0.04065623534196891,-0.029509354020732077,-0.08415526296853958,0.08416726096567692,-0.0056452783813450685,-0.012738780662629127,0.04253938738482788,0.0003994546120076457,0.026074273477271488,0.023888890617755926,-0.011695233753181116,0.0044947916637963084,-0.07815982118042684,-0.030837051404214864,-0.03500832081180729,0.0008098592376238972,-0.04282021272824951
