TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26
-1.75430895079149,0.15214424145644231,0.1981194458082653,0.04579026258462064,-0.09343499155220944,-0.056734509577710805,-0.12513025558059676,-0.01552299038401442,-0.02500516727850669,-0.11037853408741315,-0.019232875279037175,-0.0032356325248256443,0.14233186573177606,-0.1277193015640613,0.01479895151102543,0.011839732936703921,0.013039178549563933,0.010786526492366354,-0.026697287515723634,0.012034746250092815,-0.08910369831641728,0.028154683491822787,0.0023684173997184283,0.03214779927935058,0.015556140426472796,-0.00974800592019043,-0.0013822280909230123
-0.946564987391368,0.18445731727707873,-0.18915792858130825,-0.03843002671069832,-0.04691789021264497,-0.059581413385401905,-0.09747387183193315,0.02161292145024507,0.008192186001278492,-0.09084237907547606,0.012803067332814862,-0.004502669682268473,0.16760689719404084,-0.12034149190213289,0.028700893804217732,0.010488782538073721,0.01586768745990559,0.004293242074148257,0.007456974676195595,0.0108002242626633,-0.06669991916864136,0.06407736224376506,-0.010131924153269892,0.022911344057344997,0.015937067922883172,-0.004865352918207487,-0.006380287630683999
-0.839253719086909,-0.8030769555909884,-0.362854376729607,-0.05186455285341987,0.061377270161704606,0.05034496439408222,-0.04196038859854285,-0.012324562193119877,0.042988473680527974,-0.08494423875718583,0.03969953299524488,0.02464955296508584,0.13723338040934904,-0.07879762686502682,0.06298532530242802,0.015934318305363942,0.016442678573972316,-0.034478058529269516,0.008290225467946395,-0.008248972514981499,-0.007828860696915671,0.08141899240913966,-0.007945692557084818,0.002195350491792237,0.0038216210254162094,-0.02084801308829409,0.02911202906215335
-0.629508410326847,-0.8315829789143999,-0.09197721922355659,0.20845858656012545,0.07827262506540227,0.1760682171577781,-0.037190801345025865,-0.08796618036409778,0.04835399410485285,-0.0037476559954754715,0.013858601154502529,0.09697542831037474,0.0873260528940297,-0.028019740662762718,0.05077452895792371,-0.004283727083035974,0.02028798112264359,-0.03610420928699653,0.002998320454519617,-0.030282625189315023,0.033949896509043426,0.04153076355285619,-0.026774201462591244,-0.0013635508676977232,-0.011389961759149135,0.0011434139708364562,-0.0013830165171636853
-0.552569765555599,0.19985474781225157,-0.4159886165400156,0.006430171600262545,0.006938888334261113,0.0694468860531819,0.011146692574411303,-0.07073294876150733,0.0025696121795983403,-0.04182880066598402,-0.00884385760533146,0.042448935801717436,0.03262540226065938,-0.01246032786628172,0.042895959403264135,0.014441138865563965,0.008969187954302536,-0.06095469296040041,-0.01747606738760976,-0.04602322944448536,0.027513520814631053,-0.014974442774417809,-0.03262973210681925,0.0268424445765853,-0.007701957835618321,-0.01385572138707055,-0.0005479434197441034
0.085024864095449,0.2002932983435739,-0.4287754040875187,0.12662967139251655,0.00045381083105544415,0.14404630045300398,0.03612008305530984,-0.07214813034613593,-0.03253757602426565,0.013219688967314841,-0.10827785249394137,0.010042053464443004,-0.019483658694807657,-0.014176266547031113,-0.028634174049863854,-0.021993430923986885,0.009132610309345219,-0.06936889695497347,-0.024619215634479292,-0.006220582040486527,0.013182271387721876,0.009475781777263421,-0.042219623970585846,0.03007697911525985,-0.019781447622170774,-0.03354377687271671,-0.018511810872748065
0.750610688492847,-0.7819680608230473,-0.5772212468371555,-0.05086179421326268,0.06295844432323196,0.13413763041313612,0.08035865754631372,-0.055985360936402946,-0.019988669416458424,-0.009493351008068633,-0.10493085604113854,-0.0586645237443861,-0.05493695358943486,-0.015042201594590536,-0.03876748179089197,-0.010031384923556264,-0.02794513960996414,-0.07427612659901957,-0.012874585284807118,0.0034972413094737326,-0.03411294970148256,0.004246393040484375,-0.03331535482206338,0.053191576255040375,-0.002116288362376454,-0.0496709368310058,-0.02397767445785019
0.933069430133357,0.17683048196389423,-0.08034747250107664,0.13864280337022253,0.18855762673233123,0.05612268379380772,-0.04398209661663855,-0.11075996601816517,0.011863549677674752,0.04942193943427839,-0.039847589667352766,-0.015501427708259451,-0.05816236833194806,-0.04071027853551044,-0.0031039080037997607,-0.026296428657589233,-0.07528349176833914,-0.017429429880416746,-0.03314212796365167,0.07359056057193561,-0.12454429734398333,0.0055602768059023885,-0.021754677614608198,0.0546812747644469,-0.00013255946329454672,-0.07709922108304447,-0.02224398734967463
0.964985078500852,0.16442655987434868,0.012692106587820074,0.27457961612049825,0.4209865659655829,-0.05819102852542948,-0.03013845069655902,-0.08480742480509025,0.06408836318452733,0.04807806177813122,-0.02604349599549028,0.026673508295306764,-0.055100735537509736,0.013634754209876223,0.07765580694283329,0.02390675365502594,-0.11692048591753587,0.002865896399438398,-0.01896052776115454,0.028383630702518054,-0.09840563823746604,-0.05231029229096567,-0.02807094190102624,-0.03196770312450735,-0.02906406436379703,-0.009266963578343827,-0.029600573561874937
1.15457215880067,0.21056471225419035,-0.4362844727475369,0.00538082693427572,0.4269250251179012,-0.12799282889336314,-0.034342115924058746,-0.009923380472377633,0.096064557518184,0.06213843547365873,-0.004820057880661121,-0.011326295519399088,-0.0031795330841507866,0.033048920939266646,0.09178227634369496,0.028099425331604137,-0.07250199625269327,0.023241818571498946,-0.01860972474994784,-0.00996366362581298,-0.08144016416609537,-0.046724045112466646,-0.013082391939540947,-0.06788180161516784,-0.02979140943128693,0.026597544400787064,-0.002692377817100234
1.16298914923932,0.1951758027588816,-0.26905552012398826,0.14537528879499267,0.4624073848024788,-0.017841813364521012,0.04591960196458214,-0.07492848349977634,0.08591495871170246,0.03435199152662182,-0.0721018179278487,0.014640686331049872,0.02265343624678119,0.06745549941956146,0.07891754053461725,0.026815248218191957,-0.00818659666431003,-0.013380372663195462,-0.00826043449676992,-0.03725439268109459,0.02453153118930057,-0.03499905497770664,-0.0097880410388282,-0.07052307516788572,-0.005457006477258192,0.09156614319359722,0.007493425226033054
1.39767420290358,0.17298616509028744,-0.03189289377420974,0.0443192771914605,0.34712205125159923,-0.15549505577016015,-0.12102318311894023,-0.17428671147039726,0.08931652364680447,0.061035085010474645,-0.005088527673520361,0.030939847288205473,0.04681135450055783,-0.0013608436056650396,-0.07993233289141836,-0.021247496997399137,0.0781532981586098,-0.015611330667514094,0.03821430726902303,-0.0229225216058607,0.01843826828961134,-0.040578951120630834,0.030178108801943104,0.025983865132413013,0.04514086389990841,0.008198765807350877,0.03077209241413154
1.46717689965213,0.17204476815682546,-0.02710930434793388,-0.019428390417352333,0.329171653711524,-0.24646381978058898,-0.12328785536732158,-0.13322388881292266,0.08304431013798483,0.03092065128963569,0.042982395670152745,-0.018139926428832994,-0.0038092074363117573,-0.00040929001006945583,-0.10061340891697039,-0.005709879530177427,0.08016259444717481,-0.028683882456135068,0.018010126056862093,-0.024569405635187568,0.06797918844485815,-0.03863194907515681,0.006231430056976946,0.02354426828128675,0.030433817463449538,-0.01339750134371591,0.019319103884124087
1.57934041643112,-0.8571026307903908,0.27233042647502337,0.02537311009030781,0.32298619392123534,-0.21518645316350007,-0.09176342801178917,-0.12531547602454127,0.040478909578787574,-0.047998658090937216,0.08011565394526182,-0.017904585023119125,-0.022700951459900486,-0.022147670920087882,-0.12837113048608847,-0.005825028467364493,0.060746117544974595,0.02381871894584896,0.02095005743559783,-0.0024944594419584096,0.06871513750634604,-0.0171377457140838,-0.010840740178804643,-0.003970508542669787,0.006554064376648891,-0.03538581877702174,0.007803206484079325
1.90189828659735,0.1560145349411368,0.20314472578100576,0.01080427565041171,0.2605945911286723,-0.06345427802881667,0.03161763475565855,-0.12336358241832858,-0.05716063192239779,-0.1513750905001899,0.07768649577904058,-0.07850278941650775,-0.03618442397650827,-0.025283753760583085,1.954621319533033e-05,0.032069513214876416,0.0005132843802260353,0.06080245206428235,-0.04624004155632865,0.06278944183365802,0.07683342437517557,0.02655114835071516,-0.044703131789241964,-0.04395256168302446,-0.04706767105190106,0.0031407316545484804,-0.02838618020587357
1.99736532572493,-0.7983935574356197,-0.24578708294455112,-0.35152402099131613,0.14858408064724304,-0.08689446328714648,0.04252774367913426,-0.014300096418909499,-0.0988113444554781,-0.14979575575295886,0.06464377417230333,-0.0680405421284365,-0.016151194959331573,-0.019878057792759758,-0.020374374469000964,0.065452979069624,-0.035835247192985045,0.05705760778792902,-0.040684066666137615,0.012348384074330336,0.04369050540801135,0.004657144828817931,0.012855985787282921,-0.04365611025498611,-0.05529188423409828,-0.008440501405889677,-0.035647197502329836
2.08856392307049,0.16963752120219322,0.08751440722909057,-0.07484402279170961,0.11546373755972611,-0.053193881093408654,0.0223904230121995,-0.03220206353794628,-0.14987835526972768,-0.09595615782074252,0.0017376547294074023,-0.04739767016701801,0.005600265858392869,-0.01140084494293464,0.0329474201290137,0.06112227033535125,-0.0365812753486928,0.04228084384127755,-0.04985357549291375,0.004411195145788111,0.020455981223066588,-0.011206673173488836,0.020418809043247006,-0.029343284203831834,-0.05006755103649829,-0.019555510381956975,-0.05948368057719424
2.10800584058625,0.15832165763291764,0.22437684535304914,0.08159292410790134,0.17686959228645793,0.021973832242949062,0.019459930839697714,0.07545379164448254,-0.2382650969416841,-0.03984449570133701,-0.1053700083035541,-0.006633172557947681,0.03583093198456702,-0.01178837754699869,0.0031192257913713185,0.00016452063288033213,0.03844998224431507,0.012983055024725772,-0.00742391257617351,-0.0369778166932088,-0.008964312598173091,-0.06976626776863631,0.03423654172441843,-0.003692615356632773,0.007506934866950996,2.3595742308917453e-05,-0.06982555485699131
2.10959538299129,0.20473549111760167,-0.24832670039223584,-0.16224052631516553,0.23752658798871554,0.0006478584123534024,-0.01635191143081394,0.12089664010888129,-0.16718210861480923,-0.06749976159908545,-0.0881254924090388,-0.08335733556039104,0.011062254030307299,0.013736800208023456,0.03756943865124009,-0.04603499432319373,0.0583459553629669,-0.010389386308697146,0.04056647874591803,-0.040119208287441074,-0.010137634483332188,-0.05344204791131496,0.015387537085820606,0.007282605669188911,0.050583150213667036,0.0008181119393890484,-0.03338198262433836
2.18307450301212,-0.848554946243072,0.21539560759782772,0.07581332668854263,0.19289996239572543,-0.032251081512583,0.04552404913453292,0.08430679647135261,-0.15052901228376467,0.02107148804044233,-0.16456580373868923,-0.01989564980003548,0.008893431730802068,0.005572741212431224,0.017804575657883605,-0.0684889599659525,0.07369570054781747,-0.036297644188617806,0.07022324485922059,-0.03468508132092174,-0.008323883337138703,-0.017129448478020726,0.00300090612930106,-0.004568326523313637,0.0316141768714687,-0.015249564999673285,-0.008931285223456941
2.18673876833911,-0.8389134915334528,0.20470673148477633,-0.21140194325961542,0.06372418910650426,-0.08040761524738832,0.04358606588301663,0.004248683241748464,-0.016737142164239407,0.038544097634950085,-0.0821160091127411,-0.06884455321453059,-0.029754799148623088,0.03789293743992734,0.05174518438451996,-0.029799093943306532,0.023447897923332867,-0.03138763612113661,0.02197832353428456,0.003304618564678356,-0.006572931769011299,0.05722185952168164,-0.006249550580343911,-0.03067910306715952,0.026679623137925334,-0.05549424349417025,0.03540504583422579
2.26578497197039,0.17214014667066238,0.06966493719488155,-0.2655369478993353,-0.03610034476417358,-0.1300806694661385,0.0747023759373658,-0.018325506905131028,-0.04136375965199504,0.07264407118988925,-0.07261382165586582,-0.03220465978550403,-0.013906672389729932,0.07024102902391,0.008534957065881235,-0.029334157265595958,0.01393062122081981,-0.023629935234622573,-0.029734047429846998,0.051124604814081626,-0.015131159024760562,0.08961435499745743,0.0025495168782876418,-0.009757952350185348,0.03896712821846882,-0.022132033512531863,-0.006660180182956745
