TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7
-0.946564987391368,0.2069077957648547,-0.21756900307364516,0.02325771650934973,0.03242736573216412,0.007975008329529416,0.08421799859265142,0.042786458043753306
-0.839253719086909,-0.7887794396025851,-0.3414924156329972,0.03988694675435056,0.037233440570468984,-0.024791615072817713,0.039565930933623684,0.021730234222387106
-0.629508410326847,-0.8169336843283089,-0.020201664068086166,0.21204054077238918,-0.10684474916030288,-0.18715617542124313,0.058626123285087664,0.012894153412997832
-0.552569765555599,0.21005693122387728,-0.4268415490463541,0.17947857309026555,-0.05074293482343506,-0.14288156057908052,0.03774999647579497,-0.0020409462801960236
0.750610688492847,-0.7780719723196784,-0.5503611178008304,0.071050906820588,-0.09638794713245909,-0.11130313180301013,0.007072321534910575,-0.03948115380199742
0.933069430133357,0.19234345892804092,-0.09142845316900386,0.23226252086798901,-0.297143505083295,-0.11095428826507853,0.008804250966541758,-0.058512363716383846
0.964985078500852,0.18697908468736588,0.06062980983035043,0.2047475118857714,-0.328644438989651,-0.08041697364398649,-0.013230017188303958,-0.07578376428710178
1.15457215880067,0.22359815221633542,-0.41862130671652514,0.04075327693663063,-0.25900829357702493,0.1727739308207297,-0.04641858415471823,-0.12201661711824646
1.39767420290358,0.1997422593971696,-0.048080595115563535,0.06779423278417422,-0.3568519367093596,0.16383556380269082,-0.0606224537258219,-0.10592361609563049
1.46717689965213,0.2040279481992428,-0.07203089927602031,0.0026951236847097926,-0.3026905034828085,0.184837235867349,-0.06687961441722129,-0.06575451977502578
1.57934041643112,-0.8163888184378106,0.24271103166078187,-0.05620193976995914,-0.2699261083389538,0.10934905467982158,0.03651819612571048,-0.028700860941865296
1.90189828659735,0.18942128906271866,0.19481343111722588,-0.13347504745557534,-0.24432138151708796,0.12937890886497516,0.09417166855587135,0.010254754591925591
1.99736532572493,-0.7716182096293237,-0.33039120709498454,-0.32177629920998246,-0.14308187873126438,0.09705464903421741,0.014767929430493293,0.13578296015126912
2.08856392307049,0.1991854934361041,0.03066319958178202,-0.13565035593181135,-0.24278089672472622,0.014537548130130811,0.10049796004621929,0.18351826863863446
2.10800584058625,0.18721066202665157,0.21875387279121605,-0.09886999259932175,-0.26598291268914115,-0.042405189774551405,0.0987408686176244,0.17003236046433953
2.10959538299129,0.22322128717291334,-0.2750417055108437,-0.20065256389803515,-0.09896663323864947,0.1033244976961459,0.007554502790699261,0.11038322717948092
2.18307450301212,-0.8111120324410236,0.24585226218356288,-0.11449252579488998,-0.16568121239189232,0.01974373600560486,-0.017828843077396562,0.05090809839392583
2.18673876833911,-0.8006377555609088,0.09502634318816298,-0.1511139799710022,-0.11687878777723863,0.04008255183599694,-0.03201419762018566,-0.007702959566425222
2.26578497197039,0.2142257359338064,-0.056735915249281586,-0.22438418649949943,-0.06124511751047103,0.03103827014047347,-0.01522162309195057,-0.07195451019417291
