TOD,PC1,PC2,PC3,PC4
-0.839253719086909,-0.7901021158667263,-0.33244366802130965,0.018869050280071985,-0.038960375629650906
-0.629508410326847,-0.8228079093160042,0.0321857146602814,-0.0920243207961751,0.02370199980177133
-0.552569765555599,0.2110621684739843,-0.37134911283202426,-0.102857608364238,0.035340210693770864
0.085024864095449,0.20666657987005013,-0.30868895344228686,-0.10356143226944063,0.048713547144947314
0.458468272734064,0.18382282454090476,-0.05262445084093113,-0.1562507578357283,0.128315574684731
0.750610688492847,-0.7779133000283673,-0.5279536592338897,-0.06106738637398249,0.06230277474179902
0.933069430133357,0.18358394174523787,-0.020845432225337197,-0.09808144542087005,0.16766452546044014
0.964985078500852,0.17309666666746498,0.11434399799121679,-0.11577652908829779,0.260426299186057
1.15457215880067,0.21689814157280107,-0.407886359941896,-0.026963887206052504,0.19562866582825372
1.16298914923932,0.1989399717637566,-0.16119432038155393,-0.027834083775955233,0.1878245267623696
1.39767420290358,0.18692205692592553,-0.01988429230152179,-0.033778522993481684,0.21134836706866567
1.46717689965213,0.19048503344011372,-0.06047314844468455,-0.01139011319649235,0.19826233625873974
1.57934041643112,-0.8351265497505813,0.22249546746406704,0.019121084898400663,0.17794626882016246
1.68746124857948,-0.8111955208062303,-0.0477748529210291,0.09992493828045594,0.1338067169411374
1.90189828659735,0.17180088393348147,0.1847844883782516,0.07725985540400217,0.20798205888077287
1.99736532572493,-0.782036410041003,-0.3680023244276565,0.23881617015507303,0.08495366986567397
2.08856392307049,0.18580749387659948,0.044266724919267926,0.1635447328575741,0.14361318337403853
2.10800584058625,0.16792540181455753,0.23074092337157956,0.07731674410510096,0.17274843169872378
2.10959538299129,0.2119117286828874,-0.29078914768239983,0.1617092387370855,0.1050618947590713
2.18307450301212,-0.8328151330485478,0.22841044170371647,0.08433295834452133,0.08356120050516981
2.18673876833911,-0.8189825757462021,0.07168304572048087,0.10092322948455894,0.06283460570674569
2.26578497197039,0.196476211997828,-0.06526129783031516,0.11448662244622879,0.00718036278628728
2.27083487674283,0.1855875695307626,0.1030308378482376,0.13018430278089232,-0.020115668688712663
2.29600929534971,0.1804910780348097,0.15940391046245495,0.10553547928115083,0.0028756368166228652
2.30516343750525,0.20869733918073538,-0.1948905669251788,0.16639802255033756,0.028633775044115968
2.31073414033149,0.17777980978448618,0.1624915546289506,0.08242782625351036,0.0846461094488636
2.33206780874885,0.19158607706535305,-0.009326274554808792,0.10341661623743391,0.07149731918366724
2.33281406790127,0.18232257236753127,0.10750655048835987,0.09621301512548933,0.07077366822456328
2.33585780652913,0.1895807119199711,0.022486980161353348,0.10577961987503047,0.04652932930600002
