TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12
0.0173694865991158,-0.5218801627381886,-0.7877357695415701,-0.008822232028462036,-0.44316832084226265,-0.170071530839925,0.05601666090284174,-0.1515988561755173,-0.13493112215967362,0.10295594250700973,-0.07771792137911604,-0.07771939882211358,0.1678132344308738
0.0217868349329398,-0.5569564483271346,-0.7913876839610781,-0.023650526653111188,-0.35502459299613265,0.18958646180265065,0.2089997669878181,-0.11295337368433407,-0.03015246216583313,0.09655198888529448,-0.06693458187211711,-0.11100269440400588,0.1329937451185306
0.0236539792007251,-0.23490234268815638,-0.014727995096030956,0.6376550387448902,-0.6223520689902432,-0.09056336536415213,0.10245353869394208,-0.13938307776601383,-0.06974131234288317,0.11271397014172069,-0.11980829356166581,-0.12903342295012452,0.15263532741305694
0.0912510183968422,-0.5234071640201533,-0.9379567421590607,0.4613324134630971,-0.5154006164514469,-0.10096294577367311,-0.10151885013902066,0.01304946870196009,-0.0007743123016489901,0.09732839545879426,-0.20645108724895017,-0.2314544712124577,0.1020629587699674
0.109828407190697,-0.1856858498777532,-0.08694097200634532,0.8013775699728485,-0.3129552944524001,0.2935201196081862,0.09921201745714604,-0.05820654306159793,-0.0016344396106392134,0.08332395766738228,-0.13469005284854324,-0.19345310322295814,0.07042895920109651
0.113440764064444,-0.15603302233783817,-0.18353285714648718,0.9638945111736446,-0.07974683700581008,0.36958624287926395,0.06104776157156646,-0.1023775957051139,-0.04107485468962401,0.017079127161583437,-0.044715516889715215,-0.1403354050528602,-0.12435851126175489
0.137447118292763,0.0836789416496507,-0.2472687426433342,1.0816056447179634,-0.11912645256478713,-0.04126449680135147,-0.2844683646237941,0.09032996468011327,-0.07014378646483481,0.0571988131028365,-0.045059185735449404,-0.08811463845367686,-0.09461523107472997
0.175701572519407,0.26757054662786794,-0.24857021367567855,0.9427655551002332,0.17264800376287526,0.20812205545049145,-0.19285895615948792,0.12810452419883095,-0.09505592164247535,0.07106852950580884,0.021661614676062535,-0.09291930076821014,-0.17815601673754972
0.188459931666573,0.4086597767254235,-0.30986190367922123,0.9981005710307181,0.3305245418137843,0.07076688391246846,-0.17729082084461698,0.1137868735647961,-0.23785117929469926,0.1472079688969825,0.15034450537286395,-0.04768199730515165,-0.1293287827536313
0.211014437875058,0.2492421644624778,-1.1166958381837901,0.31154197465833827,0.5176058897724459,0.24047984283236173,-0.06759161816353122,0.12345682169711844,-0.172465619463486,0.0983550324251566,0.16879413960168327,0.02238655207052253,-0.15119077016746346
0.29193173530297,0.6805828531248744,-0.21633193894988795,0.49015695532373976,0.37534246885328487,0.0774596142603435,0.06355361289687758,0.012013974252265427,-0.2486625524276338,0.11351496513727818,0.21316417775383345,0.17416695986740183,-0.04353983618187797
0.321331506043033,0.45224971277275505,-1.1448736235698185,0.2266909240605856,0.21045884569431467,-0.3912798213060463,-0.159783559287311,0.02807131806347302,-0.20007086140539201,0.09033927725096823,0.08901272502937321,0.27237428035093963,0.03395737048972113
0.352163255010744,0.8381368454775951,-0.19557488766456896,0.31211748671818523,0.22679521329252492,-0.12102613966617375,0.14052841284583067,-0.04967275421106066,-0.139186285738686,0.05055498873560511,0.06025444444867202,0.3322606198882528,0.14959622309276283
0.359107591030253,0.7141376822299327,-0.1379938123478492,0.22369424470298332,0.3980356855016924,-0.05899663110727172,0.2731835518449826,-0.14016938835652099,-0.03290292382699675,-0.027532248789035648,0.012204720631823433,0.2876422576116138,0.10540465897394101
0.359681342589083,0.6725693368047367,-0.07054949911501963,0.212091408993323,0.17880801723746073,-0.4903766045858319,0.07577736315268857,-0.0266213663408848,0.07855520349727071,0.07189980653606017,-0.09570028181653902,0.28136112259301665,0.1384769508686575
0.387224537220685,0.42126026264586164,-0.8993157143268835,-0.35532612579555184,0.28598003740719746,0.0024072337626523427,0.2679521641736532,0.039616162938249724,0.24258022847337798,0.0017964375947872003,-0.21905453026202373,0.1957473164727344,-0.003988665501694434
0.388651758449078,0.3780232275661632,-0.9087500438076942,-0.25665672866420103,0.12009118041486495,-0.025014680530220133,0.17280859102120863,0.12755196601742907,0.2802759170838823,-0.008612123724868161,-0.26651765944293593,0.1366632458981582,0.02998725409721929
0.420748324349751,0.5325715785380422,0.02927118918613228,0.11039888953140199,-0.010449145951053947,-0.13244416402685713,0.07643450901101671,0.158866750451584,0.33127449516231877,-0.03474870916236309,-0.27747406975768313,0.12020196431083364,-0.029844535235609388
0.437709928746239,0.6190074780376371,0.10253154507500162,-0.0027339446047532296,-0.08702253240076863,-0.18760409437998524,-0.03107610137013506,0.3057190674597904,0.2726911024836135,-0.015606456464176823,-0.256223739363385,-0.07608360163540288,-0.08297377237636498
0.440163796884805,0.5136779271047827,0.09253222525471264,0.021909527702573168,0.16628076621283133,0.09599858163503149,0.07320443384143115,0.3207919415371148,0.26894512812960847,-0.10763884348191384,-0.18867098841607227,-0.11179944743379903,-0.13235837765925135
0.449688614212724,0.6342742408842839,0.07005905296053208,0.025992362972248433,-0.12421911493355761,0.05402293471477504,0.03001395354527137,0.30427213296320366,0.18993450242417254,-0.06853091850732376,-0.18157454668910616,-0.11113850385283254,-0.07895693230038787
0.450025487950132,0.6900853951355919,0.03757617481347984,0.03615825448116012,-0.061227219549515134,0.11914212367437704,0.07950609484861419,0.21952768041781492,0.08418083387387991,-0.19033477659797668,-0.10788194668259936,-0.1211866223845183,-0.04660554786701288
0.451402088647877,0.6891747345125415,0.05660966630373463,0.011657781413079828,-0.08402061396432095,0.04376161381118854,0.024963203807600125,0.1934016239073069,0.03995847628127031,-0.22226385333696458,-0.04906617209876337,-0.15150814627297196,0.04664703706692351
0.452679007574816,0.7215849789430347,0.05396825737142509,-0.011002560210727564,-0.021665973944518194,0.06289266828578488,0.05885043989890128,0.16155805378292368,-0.009348687918439055,-0.21697064259805518,0.02145120533241266,-0.1586816318061425,0.08972677189586162
0.453375419463321,0.7083326556783003,0.07374333978521855,-0.02566123065739752,-0.08527106812677367,-0.08037357993842001,-0.012384764508104733,0.1310567683007593,-0.013234146974014134,-0.15125056669783188,0.07214493486110306,-0.13910454103228403,0.06912866604516843
0.45608622308921,0.7390495329968488,0.07944683066986681,-0.12147463426806374,-0.015758240034127256,0.0487707675613024,0.11603749313376158,0.004393978456005975,0.015263717385601425,-0.1689209713848148,0.14517310492643734,-0.11222975733761059,0.08182560221716552
0.462730269483455,0.7674172797078403,0.09302357878848179,-0.16568407257707998,-0.23738333071005766,0.04938421343370466,0.11963227959945792,-0.07345447577580047,0.05253934353244152,-0.07518130545264998,0.17527098133960842,-0.0666831032005289,0.13675649442702695
0.470708590529088,0.8063083089335948,0.10590580044182801,-0.21522786630449073,-0.19025093258442202,-0.08905609287855372,0.09669664923345024,-0.13262579417840803,0.021505034878461747,-0.04849782029009788,0.23721450437392738,-0.10828680835485405,0.13518656046904612
0.47167714332029,0.8165158264702921,0.07338919909641307,-0.18094438367558474,-0.23267046880417816,0.03083087317710291,0.14264267286766505,-0.15719866383408598,0.048956664197514065,-0.027905295783719208,0.2352919440696655,-0.10583356694049527,0.10633934541723786
0.527471619719246,0.5767642848834742,-0.7981638270500212,-0.544173652542329,-0.33825127947262845,-0.16979817959810073,-0.05209007769846024,-0.1297203759240829,0.027900861491594327,0.017445892158828556,0.200492036301138,-0.1523236744593854,0.048297994149053
0.536512957449926,0.7068453297963694,0.10875720980675957,-0.21644204962662536,-0.2588041185256095,-0.024421762198503578,0.07738488969177873,-0.2597951509100684,0.08866631954405375,0.01275842733582094,0.2315245198193331,-0.055950194392953526,-0.123568090050715
