TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72
0.0059506144591901,-0.22704946411775628,-0.4895373251094343,0.3347292776489837,0.3968014216666861,0.013784456139970508,-0.14608707417867697,0.02685349498859192,-0.21135850798203099,0.10409149492631456,-0.02862600023033945,0.5054008968767445,-0.03472224118280597,0.04568486505270358,-0.14186944305729493,-0.01986609446228542,-0.14156753988800283,0.1312625604216872,-0.2882503892725425,0.2497067241397204,0.3692937853068097,-0.16807146052777294,0.060111021315246496,0.25421219297887027,0.16586397586977458,0.06920260958512775,-0.04572567747183697,0.060610054323936235,0.3253593536068863,0.22197696257534863,-0.2919604988209938,-0.24328910926084063,-0.16201669869013308,-0.08192699147009869,0.3097995421405947,0.2014948898475624,0.08314430591562878,0.054794282365574196,0.021763134860493576,0.08916991094232456,0.02546438405967448,0.16782705352964106,0.02987837912947015,0.006186706796503551,0.020323996266507206,0.054655420481059314,-0.17262805661147199,0.021291026328967236,0.26654630746334357,0.0204423986757798,-0.012867435779480558,0.06510356839142535,0.0803509698877517,0.021396068497766232,-0.08551620022558806,-0.12939137651399418,0.023092802418891858,0.029480405570864416,-0.38103668219292813,0.01842120648467471,0.08056978126919369,0.09624772147145717,0.0579594392808545,0.0434192572051288,-3.364778924087107e-05,-0.09952888206152455,0.07639646905667963,-0.03161485498751875,0.07436293470832729,0.03313709455339032,0.0298091187383408,0.005703847849147732,0.13915395235156136
0.015261738676321,-0.13483303503525346,0.08177181973501219,0.32875824953178145,-0.07515157874013434,0.2480226662980606,0.30498420626331346,-0.21844210434943842,0.2222205972620065,-0.09191990760601622,-0.0058608217335844575,0.2128629274143346,0.30877724688494723,0.09177375725168513,-0.03606998975113111,-0.3449554828668426,-0.014770249384882007,-0.1975900517822195,-0.12805775256825638,-0.10530737722201498,-0.18526297784167436,0.1532543341151529,-0.2284268082286361,-0.08146678266194173,-0.16847575534606507,0.11475896025794134,-0.38202217293470736,-0.14932139370204534,0.08803033186413874,0.10521046475929122,0.4598306388102798,-0.2803933587177524,-0.15970033146730112,0.33714479908028055,-0.12601441530558896,-0.10643961195745331,0.02185775462823079,0.06315776384254185,0.1978110967138561,0.001576766854053901,-0.09585727956781133,0.02899207245444454,0.056656496492006436,-0.10471092523940789,-0.06816974520392992,-0.06044505420689122,0.048369470744534404,-0.1141106377615531,0.19196543108383513,-0.0678139416228189,0.22528216633064765,-0.12945866271743442,-0.013138858466933637,-0.18742310138167392,0.03950689861375769,0.125919783988423,-0.039154926673305175,0.1234417019352101,-0.014755777460349062,0.047504597114516996,0.19415087030869696,0.08516956940521278,0.15534885343605062,0.02423829839946759,0.07144928741064685,-0.04967652930536248,0.1835610828745653,0.06630546640055199,0.11513725611906124,-0.06574594832402202,-0.003839693008234111,0.08404345352841874,0.14680360091761835
0.0171651860055275,-0.29893404724095746,0.05648686684274767,-0.7570000153609381,-0.2639748152968452,-0.5055613143745485,-0.24360049725184277,0.08441327628920402,-0.18805875945031095,-0.15064938735751507,-0.26316973092454443,-0.13226486822868214,0.05609158310252006,-0.06709832730107922,-0.08975526991903705,-0.048488812746549315,0.05743910183845851,-0.08236454787049637,0.014385598538662538,-0.18782595672038105,-0.19668384619009116,0.12002168318387268,-0.20257453604207296,0.003983791302784009,-0.290430937165914,-0.028463209927347192,-0.15528095234903727,0.02788836425899887,-0.007706931394063052,0.01021809628850527,-0.07967837993484342,0.025539179985324803,-0.06981183969246646,-0.19896308641627042,0.11398000413984913,0.2630896679159144,0.08243371719993878,-0.10132030662717843,-0.11360826096249958,0.12572961379018227,-0.09347833501992069,-0.17795044427507,-0.08832164749274833,0.016000703499975812,0.18696346471777936,-0.06374416237158465,0.20189887850581253,-0.00786714960907652,0.17276505035589884,-0.1902426085437047,0.07889384258599431,-0.033399880670679866,-0.0801005146579367,0.17121084095240643,0.21034257822252267,0.012012853673581509,0.02510022140957224,0.10437828022655986,0.10932047433589644,-0.011384448058128023,0.16637322992329887,0.03197143947928069,0.14112285127456875,-0.026641721817220784,0.038298434985059165,-0.023288660521141674,-0.10511109687968938,-0.08010742806304942,0.13724081195503895,0.21716722174004924,0.1646232556023713,-0.0233645765187186,-0.06543205333277748
0.0215305773122087,-0.34187817451029845,-0.33691116726607034,-0.7883731047223387,-0.3083688942012774,0.16980727078941352,-0.08384525339117022,0.3938732289586258,0.3148890390693254,0.104369143192614,0.06640637751448329,0.1880206759380236,0.033592776585931884,0.19872832978564664,-0.05258308330769325,0.11338722909355296,0.16559425236502182,-0.19147207284450732,-0.027651020834938134,-0.253083318135407,0.30156567356105635,0.32214750153398736,-0.3608167457685382,0.03950907656767431,0.024703969173993003,0.2093630566698593,-0.014823838986266024,0.13455891050688112,0.3412074186466511,-0.08905320626518387,-0.01956495535140775,-0.0982105035463304,0.08562466340156344,0.08348442671018078,-0.04417079405438965,-0.20504840420274048,0.2354576128369486,0.2316385424357366,-0.10046374335731112,0.1726955026474716,0.22365400769894708,-0.10769849955283256,0.1528025614456236,0.227631505228253,-0.05813276505759608,-0.008016123662967008,-0.05155600118449485,0.08965254471303308,-0.10556563590055289,0.22045624502955083,-0.13393728724516724,-0.015028024265818812,0.10710005557844289,-0.35398492353872524,0.01470249097341249,-0.2516901812513405,-0.007179710083442434,-0.1261747714055627,0.045729368259466094,-0.049771152889757884,0.0800393843450778,-0.12616786319924375,0.03448410853148238,-0.20260444959651136,0.013309231084720713,0.04317880107175318,-0.10658102485732174,-0.004077523280032402,0.0022722974793003272,-0.03707413366034912,0.05047436827412705,0.05981861085320382,-0.07733853552950169
0.0233757601547069,-0.2670498609264836,0.6938581262837453,0.0808050704263213,-0.3398493772603834,-0.29859058278746564,-0.03714086936465099,0.19391004419746163,0.014001725075014713,0.4016468032441676,-0.06823477126936522,-0.08563879275935529,0.04032500244711314,0.03606249898153006,-0.07164101090982114,-0.08585712734593125,-0.06102111368426074,-0.1389014730836549,0.09815895755591111,0.1858658854278793,0.14351670345866663,0.136541642337178,-0.2330137494646864,0.12434637757229912,0.024229352462416243,-0.06671697339706341,0.0003864066062636577,-0.10893661096604708,-0.1376189127084924,0.12402308867295106,0.1486451061687274,0.4319897053527704,0.05944293588917054,-0.15454437913175187,-0.18677821501613034,0.27225378317646304,0.1235480079203973,-0.05478946009664324,-0.007621854443383812,0.2079989170959018,0.11025176703944192,-0.067268964038677,-0.06860932519114848,0.1202924286325381,-0.12232742517126481,-0.009176588418361425,-0.02599265438425675,-0.04112759029562722,0.022594189383281275,0.07612799524103268,0.1816392069316211,-0.06309189284463329,-0.016028272720086067,-0.04584675263188748,-0.005009247456379944,-0.026804321949524642,-0.08518963536459447,0.029061991645265076,0.11218531452838812,-0.16186935859275495,-0.0937854016183556,0.08026804189069006,0.02778748490414366,0.012612587826978515,0.05512432504347131,-0.035324994777817545,0.01108308917537291,-0.13866009216983247,-0.08488660597955258,-0.0017611997039516374,-0.07613071454360862,-0.1821125693369033,0.27317181410927915
0.0455997960795833,-0.053062805345930386,0.308906994791055,0.08752700017959514,-0.08015106034597792,0.3483499832004222,-0.284383593309026,-0.05132982779099344,-0.24559808708196387,-0.11694764545173654,0.06719949541788656,-0.14352746480780737,0.1057051253909608,0.22241260684553552,-0.058658605457435474,-0.6331608674451281,0.11762959679879659,-0.33868982908270606,-0.27502339980497087,-0.25076051753897827,-0.37222919693439194,-0.25605807427792926,0.13717534168640216,-0.1582502028731109,0.12888957541715076,-0.12814814423716925,0.017937733920812566,-0.04840238546166901,-0.06629529623216186,0.1373372809599158,0.01510736882315081,-0.015222965993818022,-0.12965669492137377,-0.3062409196524434,-0.1162540253184489,0.009471252991377452,-0.008857497608404727,0.11100020306280145,0.1604363245938119,0.20348929405042898,-0.1439420893622854,0.08629806336538888,0.23170583828404664,0.04060600119835868,0.08262150617210326,0.2253178186841973,-0.15304522591111042,-0.02749700521104237,-0.12383774383515359,-0.052945983738719844,-0.19103876802974776,-0.028037883573747164,0.06760214522723547,-0.015362591971354516,-0.15502606455756504,0.029063295099751803,-0.06603170874756838,0.010640482994146837,-0.04418162649787934,0.1626773200488107,0.05210464621618278,0.1399161552008408,-0.16959482889501815,-0.014409041492725618,-0.10499355252341395,0.06710326487791318,-0.06479742650997432,0.13376166479900223,-0.035632407446251416,0.026485255513098004,0.1227066947958809,-0.003276887015188481,0.07507256552385588
0.0901777202819192,-0.8434253088834364,0.2907233501302397,-0.6292846469982677,-0.2852087684338466,-0.6797395933359768,-0.044875661340796916,0.26552627605183293,0.14613690765689072,-0.22230155374954047,0.27938484149305604,-0.1442848550688899,-0.24973573526971812,0.14748597636007782,0.07059232865407122,0.06439251550368408,-0.05923716405188397,0.2521416478099183,-0.26002736378705654,0.09668768211068048,0.15799773710741158,0.26706123043673413,0.04860297761070048,-0.030287679444349305,0.2728935522901373,-0.16800202634606382,0.0034884650878888026,-0.22919263765767872,-0.15205739757161585,-0.19408667770418767,0.13668081776142157,-0.2607957729520523,0.24137974344290053,0.10631520864838596,-0.07611237965156896,0.2140564643652923,-0.12470901898852602,-0.03108841502114762,0.057296446629296255,-0.025903489817034928,-0.10829131759406976,-0.1689383539625341,-0.13887283183732807,0.07427040104559064,0.07086990888115036,-0.15932902295161394,0.02491127069749872,-0.11137642714634557,-0.07581181056678196,0.0055941889166050175,-0.30433344579375726,-0.010408530973538287,0.06931150100607862,0.08837377648435513,0.05415712138270586,0.08457181664599174,-0.14717267624422145,-0.06677228113206267,-0.09173459686377196,-0.10875419359615303,0.19108797256754145,0.13234235285336557,-0.044809625891176104,0.05618906716137917,0.040308460947419016,0.0650958065340079,0.1706112033267711,0.13003113855390794,0.07519559009822759,-0.06661894768783007,0.11255668543156945,-0.06210298312417686,0.05535177428830097
0.108536601088434,-0.15973881775985274,0.5719030990498672,0.05114701484316375,-0.36452872713668866,0.1453647952335667,0.048753699108850544,0.3269744603538214,0.07922320743264892,0.012205545603100785,-0.14993582468309974,0.07548041544699129,0.20144324989359189,0.1726134136503244,-0.0845696475278765,0.24626174149107224,-0.1381814324018519,-0.26335688518665806,0.04311261766967714,-0.16662922146568826,0.6031421089981419,-0.38116555616938996,0.07714442133049708,0.131773338080331,0.29394256415394504,-0.17594783823316767,-0.4965397557339168,-0.04922173148318815,-0.043655466884030006,-0.27486987450849837,0.01200258964503741,0.19618817330152152,0.031058663981863497,-0.1638285950192888,-0.1559655088936175,-0.22182990602256927,-0.3177935045572467,-0.14684130085960134,0.09551318602164671,0.2884165261355804,0.1899025528292973,-0.16767771798206255,0.02114174346445779,0.05664268517868492,0.06467467637669497,0.11558399705616391,-0.027725928057953445,-0.25807627140240397,0.0065068583146707494,-0.17139413330830966,0.02697579629022963,-0.048130465840876685,0.007770381710980883,-0.004840486402491297,0.016453511349725426,0.15343250749070728,-0.08921024446591312,0.12936802664736297,-0.17833106854194258,0.024735942365119064,-0.12553230141300956,-0.01666507547320239,0.007024920966765526,-0.053135252225176184,0.016920410363587546,0.041209185031332335,0.014417141038334757,-0.1302689954683984,-0.030404592629931965,-0.06560969191253625,-0.048457118909920396,0.08659160425649114,-0.026947137765216705
0.112106469276672,0.37486924079692957,-0.19877684328240774,0.30576227958358615,-0.39048945685311237,0.0764351777924598,0.11088391333890417,0.2818063081235477,-0.22592778879414388,-0.48158311919605296,0.0020807042426961,-0.25557783492860525,0.39439346865664293,-0.3805255149332933,0.00837334946587287,-0.10251657993642818,0.28342067564994117,-0.11636059241513484,0.03912025928961961,0.07580318359424867,0.5655074318597945,0.1153070532778457,-0.2734112555182625,0.06927825454427589,-0.06753191502402998,-0.05222366386830389,0.0478495792397262,0.1836409280714842,-0.3388196978983153,-0.1708127961743053,-0.10533022279696136,-0.0336239354172632,0.06292190377064745,-0.09111877110853189,-0.05009176121119726,0.19635843605913908,-0.004811571358811015,0.11300102238706868,-0.13476038833694595,-0.22135942147277018,0.13808142113963542,0.05681836741344957,-0.03338231267521373,-0.000774680048748067,0.06689732514091032,0.044393422971492104,-0.13906668782743498,-0.01126026292893069,0.0035363115207514982,-0.24643623010161295,0.008014162148845263,-0.03883442803144795,-0.0008379907657219076,0.11032340767105575,-0.03660323338628174,-0.18840572605126635,-0.02141207867421228,0.09870338720545638,-0.05458401694474613,-0.10152419261584568,0.1394300983856113,-0.1625366831291536,0.14630168779529956,-0.012931874725687272,-0.17863640035342146,-0.03704643381959209,0.13118145611397436,0.20422771082892152,0.14136803379747195,0.03779009232993199,0.012380157077784127,-0.008776087724079007,-0.026173882142221556
0.135830459809855,-0.5580717070906489,0.06787323121297982,0.560523516789735,-0.8427789029122573,-0.16433690197062165,0.9912769599639443,-0.002371288938334972,0.1056191754099923,0.08233982295096699,-0.0926820267755133,0.014956016792787796,0.09488242306538172,0.01475071860074255,-0.47780512542388776,-0.11573047492603251,0.3012273433752441,-0.017051264584287493,0.06722703920596083,-0.14740316184805521,-0.10067347975685256,0.09357018857754805,-0.0656490452748591,0.0023028542835358792,0.11699116033433822,-0.007367197891291983,0.3955704353740282,-0.03339526965003625,-0.0789608758195809,-0.237035913096851,-0.1176294889951702,-0.22786908457406013,-0.28109840540755393,-0.22999634014072365,-0.16922519390639942,0.03448075418684925,0.04570896245670973,0.05108386688151741,-0.234676363397223,0.16203874184871825,-0.11563363884694967,-0.16966411298921463,-0.32618455482438097,-0.04610214223064783,0.15806330606090518,-0.006087377185990716,0.010457594285841053,0.021019420593464826,0.12128957919075257,0.08809669965149643,0.3213237426506599,-0.02724976220578901,-0.099420982946337,-0.05715690303058877,-0.1783383737748462,0.019944725683319148,-0.02020574378292,-0.16244696361406963,-0.08387966180566316,0.05136921275495994,0.034492434420679216,0.06936088607478397,-0.06701639922265065,0.053153352511666904,-0.050903284324069556,0.07920773740002159,-0.16866187181088674,-0.00676936320680098,-0.057649028894176224,-0.06270384385491093,0.06949146124118977,0.06781823763733173,-0.049718408310695954
