TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7
-0.946564987391368,0.19465094772639907,-0.20159635452604172,-0.02993608333954171,-0.036631344810244514,-0.029177883797348474,0.017732449073668183,0.03876724749148743
-0.839253719086909,-0.7970611610141082,-0.3532014904010495,-0.0035756801653931644,-0.016319653966855086,0.001690158104842404,-0.0024360553991918167,0.05044672499994995
-0.629508410326847,-0.8308077576668008,-0.010683116972846832,0.16348992058920692,0.03373748524661366,0.09136278815228892,0.055568592945263284,0.005546474833515384
-0.552569765555599,0.20580385451941155,-0.38888100435285533,0.08059436640204472,0.0535815874720552,0.07000042776700154,0.05343826676968025,-0.003907940221048822
0.085024864095449,0.20011987492125197,-0.33895509927533984,0.13207017798067236,0.06475362074373515,0.07253334472024323,0.0423969563093306,-0.02840270706725789
0.458468272734064,0.17659079284801,-0.08160723370862485,0.21646310356188245,0.08780924340015481,0.10463541560892155,0.07561370074243377,-0.03251143518309241
0.750610688492847,-0.78243470241246,-0.5259711966477653,-0.017630189232393234,0.12576681413845991,0.04520767282296289,0.04770667909052105,0.02303627382033449
0.933069430133357,0.17499069192692124,-0.05539915834356555,0.22175314357159417,0.27623911947365604,-0.001976185317094058,0.05416686253744468,0.036223300902996566
0.964985078500852,0.16361479058054545,0.07661081817056636,0.25026224656561086,0.28810420757908406,0.02118630983810903,0.05743420020550235,0.03814470937752698
1.15457215880067,0.21084476502453192,-0.4130529352966991,0.02643015361596193,0.3254013404406881,-0.020705009974170546,0.04394321937468211,0.07396321048346535
1.16298914923932,0.18918873618804638,-0.17868751041663403,0.07298410832165886,0.3684893983976893,-0.12951289065765823,0.0901389450047472,0.09825098471807664
1.39767420290358,0.1770119451266498,-0.042596452617198306,0.11136554388352676,0.35095376776094134,-0.12740973915309048,0.06308165069343179,0.0478963738563872
1.46717689965213,0.1808422544442792,-0.06294088128898848,0.006482017041635476,0.2749940569192332,-0.09543161258320841,0.08968199148095636,0.01895314665586492
1.57934041643112,-0.8457758109564715,0.22632700515646628,0.004168574657640629,0.29352005433574635,-0.09323603423048538,0.09923032998566238,0.013369863692413235
1.68746124857948,-0.8222869728874829,-0.046525074333851286,-0.06575296597802895,0.26154260605759655,-0.13811980142757013,0.06405718513248014,-0.014799784881547907
1.90189828659735,0.16093595720382148,0.20317341090532748,-0.03638404621390019,0.18232882063354972,-0.05728390649615238,0.03152836571960831,-0.1020335692505679
1.99736532572493,-0.79009993783892,-0.3485792897251011,-0.22188069071777783,0.15820676630052755,-0.047035894900833125,-0.021750338638300754,-0.06403702676453421
2.08856392307049,0.1751965112278518,0.047316237232550885,-0.04234273071061287,0.19247070186621928,-0.01974300288904278,-0.02374952089106028,-0.10281680402711657
2.10800584058625,0.15834879313900266,0.23603777331108527,0.017809273542073394,0.1651754436211215,-0.00688003204267817,-0.005541581766685621,-0.11007083994686802
2.10959538299129,0.2060879879466488,-0.2524346594639699,-0.17761069056333262,0.0832908323272194,-0.08659456984782189,-0.08956276810660455,-0.07684290874173681
2.18307450301212,-0.8411362087746949,0.2381221275155681,-0.057154816976430455,0.1420955535678395,-0.00765288706867321,-0.03130741066617905,-0.042163500760165895
2.18673876833911,-0.8270698518319776,0.08918621428501795,-0.12554523117594493,0.08171737668638347,-0.010878211080399016,-0.029016803156190776,-0.08003705577161616
2.26578497197039,0.1884379353017091,-0.029631829079392734,-0.1925087574174501,0.009749203214023552,-0.04863130846433808,-0.00925745268658171,-0.06987820689585328
2.27083487674283,0.17389303599852474,0.11382594088790259,-0.12078554692781858,0.05433167395906636,-0.030473713158915942,0.006579604761149431,-0.07801972417564879
