TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14
-0.839253719086909,-0.7844051727643614,-0.29050024835098226,-0.13428491638339154,-0.048944685970921505,0.0044904032696994394,0.030731177087488615,0.01705559662473263,0.07915091659809345,-0.003945765788469802,-0.0605085391402869,0.06843220778298753,0.11131797239650158,-0.07621450555388636,0.04530486321313391
-0.629508410326847,-0.8131160224632922,0.012404810913427315,0.10672858544507498,0.01979577894651895,0.06430403735370892,0.06044015437975242,0.0033830437363814698,0.02801727929545222,-0.02268059472790482,-0.0792515845283922,0.08031214178377803,0.09405795655731011,-0.06435948440979669,0.018355947212255634
-0.552569765555599,0.21512412145555232,-0.42716873373302366,0.07164113988227497,0.050792273012021355,0.09314815186531593,0.054884752848943154,0.014239814694829961,-0.03514054026330451,0.015085149203848224,-0.060962022610372965,0.09973480385707595,0.08396574394902612,-0.04209765340064869,0.0015763898688053483
0.750610688492847,-0.7714873440286454,-0.5445909590923675,-0.02230443648415564,0.08469735577552356,0.15274344283970137,0.06895731778664918,0.044326966076370364,-0.051860984414613565,0.032392783016567554,-0.03687772413217946,0.07951668157000334,0.03543606940960082,-0.0003840544270649154,-0.0013588635008968072
0.933069430133357,0.19682443959666696,-0.0776993264989277,0.16001355050552335,0.1703986282886094,0.08753788117520846,0.11940317399151662,0.029472703676000658,-0.05103997361039541,-0.012582492961595483,-0.033701890923229984,0.08541995155590909,0.027479234505273446,-0.02738837643518055,-0.03224465946586329
0.964985078500852,0.1868378412883854,0.003617161123667412,0.29912157435444275,0.3359036871462084,0.09445110330876891,0.11225478604576758,0.03672024679616432,-0.05875219078123655,-0.0014180127899120327,0.011653391668299274,0.07916985091822434,0.0058458311158668935,0.008965915888717962,-0.00026950199577469096
1.15457215880067,0.22894853580171623,-0.4488180116686251,0.007925084728152487,0.36745266865577597,0.04089087288273671,0.09086225778742883,0.059206409060224084,-0.02038048170661214,0.02791339559634364,0.04237444017109555,0.06566694614409727,-0.0012548143680220895,0.008670855133477106,0.02901483932855912
1.39767420290358,0.20033883060321933,-0.07130086827314125,0.08179431378201221,0.4622105845025215,-0.1035777798680127,0.16632273646021117,0.08090166056040606,0.045579089536787305,-0.029820501337213475,0.03529085888222899,0.004776011059798038,-0.0352413312417365,-0.004359183085312265,0.02497745923190093
1.46717689965213,0.20401661943161553,-0.09418742704459133,0.024925079664008542,0.4637755257528255,-0.15289226078191487,0.13219107395450094,0.07909871158679227,0.06969568199215363,-0.039063040706454714,0.054900344615787494,-0.04010561192109038,-0.02886076763605281,-0.0017863080827367798,0.011410952149720212
1.57934041643112,-0.8147658835771887,0.20789980256757426,0.06338922755120573,0.4786544236421886,-0.10547883366087092,0.10221238820492563,0.04012791789251826,0.03728618553557618,0.0023098227159569647,-0.00937595130915433,-0.06272586988375921,-0.020913605723896517,0.04239866342829465,-0.005226886801695299
1.90189828659735,0.19017245174189532,0.17913699994847893,-0.007403531107560499,0.34956561859748847,-0.16436541425513274,0.11766295587306712,-0.014969297952725303,0.003381753555615224,-0.002619188536989839,-0.05422592530490519,-0.08661809949081338,0.012484216733077457,0.014659002122268967,-0.053099372126499865
1.99736532572493,-0.7730808029667927,-0.2801887250338855,-0.31834481463990066,0.19530414854013164,-0.22000662271351612,0.00783523636157277,-0.02371015471071377,0.04818619643312059,-0.012792293609876104,-0.03409024729845556,-0.13303314044601317,0.0039374371155259736,0.04787527662201265,-0.012337642937713942
